darija,eng,darija_ar
gol liyya l7a9i9a,tell me the truth,ڭول لييّا لحاقيقا
bghit ma bard,I want cool water,بغيت ما بارد
kandir ttamarin diali,I'm doing my homework,كاندير التامارين ديالي
ghanmchi f ttran,I'll go by train,غانمشي ف التران
3jbatni had SSaya,I like this skirt,عجباتني هاد الصايا
had SSaya 9Sira,this skirt is short,هاد الصايا قصيرا
howwa tTwil 3liyya,he is taller than me,هووّا تطويل علييّا
howwa 9Sir 3liyya,he is shorter than me,هووّا قصير علييّا
had sstilo diali,this pen is mine,هاد الستيلو ديالي
fte7t kont flbenka,I opened a bank account,فتحت كونت فلبنكا
ghanmchi 3end sa7bi,I will visit my friend,غانمشي عند ساحبي
majebtch no9Ta meziana,I didn't score well,ماجبتش نوقطا مزيانا
jebt no9Ta meziana,I scored well,جبت نوقطا مزيانا
ana tale3 fddrouj,I'm going upstairs,أنا تالع فدّروج
ana 8abet fddrouj,I'm going downstairs,أنا هابت فدّروج
ma3jebnich had lloun,I didn't like this color,ماعجبنيش هاد اللون
lyoum 3id miladi,today is my birthday,ليوم عيد ميلادي
ana f laSal,I'm in the gym,أنا ف لاصال
kantmechcha kol Sba7,I go for a walk every morning,كانتمشّا كول صباح
8ad leghTa skhoun,this blanket is warm,هاد لغطا سخون
lgarro mamezyanch lsse77a,smoking isn't good for health,لڭارّو مامزيانش لسّحّا
kon kenti fblaSti,if you were in my place,كون كنتي فبلاصتي
wach kliti ddissir?,did you eat fruits?,واش كليتي الديسّير?
lkhoDra mofida lSSe77a,vegetables are good for health,لخوضرا موفيدا لصّحّا
machrebtch l9e8wa lyoum,I didn't drink coffee today,ماشربتش لقهوا ليوم
makan9elleb 3la walo,I'm not looking for anything,ماكانقلّب علا والو
mab9itch kan8Der m3a8,I don't talk with him anymore,مابقيتش كانهضر معاه
8adi khbar zwina,this is a good news,هادي خبار زوينا
ma9ritch 8ad lktab,I didn't read this book,ماقريتش هاد لكتاب
8ad lfilm momill,this movie is boring,هاد لفيلم موميلّ
ma3jebnich 8ad lfilm,I didn't like this movie,ماعجبنيش هاد لفيلم
chno smit weldek?,what's the name of your son?,شنو سميت ولدك?
chno smit bentk?,what's the name of your daughter?,شنو سميت بنتك?
nta insan mamzyanch,you're not a good person,نتا إنسان مامزيانش
nta insan mezyan,you're a good person,نتا إنسان مزيان
twedder liyya lbezTam,I lost my wallet,تودّر لييّا لبزطام
fin howwa bezTami?,where is my wallet?,فين هووّا بزطامي?
8ad ddwa zwin,this medication is good,هاد الدوا زوين
had SSabona zwina,this handsoap is good,هاد الصابونا زوينا
3lach katchof fiyya?,why are you looking at me?,علاش كاتشوف فييّا?
khda liyya flousi,he took my money,خدا لييّا فلوسي
8adak rah cheffar,he is a thief,هاداك راه شفّار
matmchich ldik lblaSa,don't go to that place,ماتمشيش لديك لبلاصا
bda kayDlam l7al,it's getting dark,بدا كايضلام لحال
wach dayrin tekhfiD?,do you offer a discount?,واش دايرين تخفيض?
dor 3la llimen,turn right,دور علا الليمن
dor 3la lliSer,turn left,دور علا الليصر
chi n8ar akhor,another day,شي نهار أخور
machi fikra meziana,it's not a good idea,ماشي فيكرا مزيانا
twe77echt DDe7ka dialk,I miss your laugh,توحّشت الضحكا ديالك
wach 3ndek rondivo?,do you have an appointment?,واش عندك رونديڤو?
bghit nchofk daba,I want to see you now,بغيت نشوفك دابا
wach n9der ndkhol?,can I come in?,واش نقدر ندخول?
wach n9der nkhroj?,May I go out?,واش نقدر نخروج?
fin jat lkozina?,where is the kitchen?,فين جات لكوزينا?
chno kaddir 8na?,what are you doing here?,شنو كادّير هنا?
kolchi ghaydoz mezyan,everything is going to be fine,كولشي غايدوز مزيان
ghir bchchwiyya 3lik,take it easy,غير بشّوييّا عليك
fach n9der n3awnek?,how can I help you?,فاش نقدر نعاونك?
achno baghi ddir?,what are you up to?,أشنو باغي الدير?
fin hiyya lmakla?,where is the food?,فين هييّا لماكلا?
3lach katfekker 8akda?,why do you think like this?,علاش كاتفكّر هاكدا?
makhaSSekch tgol 8adchi,you should not say this,ماخاصّكش تڭول هادشي
ina n8ar bghiti?,which day do you want?,إنا نهار بغيتي?
nn8ar li bghiti,any day you want,النهار لي بغيتي
wach nta 8ada?,is it you?,واش نتا هادا?
fin 8iyya ttSwira?,where is the picture?,فين هييّا التصويرا?
kan9elleb 3la t9achri,I'm looking for my socks,كانقلّب علا تقاشري
wach chefti t9achri?,did you see my socks?,واش شفتي تقاشري?
8ad ttelfaza zwina,this T.V is nice,هاد التلفازا زوينا
 mcha wkhellani bbo7di,he left me alone,مشا وخلّاني البوحدي
chrit moTor jdid,I bought a new motorbike,شريت موطور جديد
ddar mafi8ach lbalkon,there is no balcony in the house,الدار مافيهاش لبالكون
howwa lli bda,it's him who starts,هووّا اللي بدا
aji ttakol m3aya,come to eat with me,أجي التاكول معايا
ktret ttekhmam mamezyanach,overthinking isn't good,كترت التخمام مامزياناش
mchit l7adi9at l7ayawanat,I went to the zoo,مشيت لحاديقات لحاياوانات
8ad l7lib 7lo,this milk is sweet,هاد لحليب حلو
wach derti ssekkar?,did you add sugar?,واش درتي السكّار?
kan 3lik tmchi,you should have gone,كان عليك تمشي
machi b7al 8akda,not like this,ماشي بحال هاكدا
chfer liyya lbezTam,he stole my wallet,شفر لييّا لبزطام
t9am 3liyya ghali,it costed me a lot of money,تقام علييّا غالي
t9am 3liyya rkhiS,it didn't cost me a lot of money,تقام علييّا رخيص
dima kanji 8na,I always come here,ديما كانجي هنا
kat3jebni 8ad lblaSa,I like this place,كاتعجبني هاد لبلاصا
makat3jebnich 8ad lblaSa,I don't like this place,ماكاتعجبنيش هاد لبلاصا
8ad lblaSa zwina,this place is beautiful,هاد لبلاصا زوينا
nta 9aSe7 bezzaf,you are very strict,نتا قاصح بزّاف
nta 7essas bezzaf,you are very sensitive,نتا حسّاس بزّاف
nta romansi bezzaf,you are very romantic,نتا رومانسي بزّاف
makan7melch nsme3 li8,I hate listening to him,ماكانحملش نسمع ليه
dima kansme3 li8,I always listen to him,ديما كانسمع ليه
dima kay8Der m3aya,he always talks to me,ديما كايهضر معايا
dima kaysme3 liyya,he always listens to me,ديما كايسمع لييّا
dima kaybtasm lnnas,he always smiles to others,ديما كايبتاسم لنّاس
kayl3eb lkora mezyan,he plays football very well,كايلعب لكورا مزيان
m3ayach ghaybda lmaTch,when does the football game start?,معاياش غايبدا لماطش
ghant8ella f rasi,I'll take care of myself,غانتهلّا ف راسي
3ndi lkridi bezzaf,I have a lot of debts,عندي لكريدي بزّاف
kanchreb atay bezzaf,I drink too much tea,كانشرب أتاي بزّاف
mab9itch kannakol mezyan,I don't eat well anymore,مابقيتش كانّاكول مزيان
mab9itch kannakol bezzaf,I don't eat a lot anymore,مابقيتش كانّاكول بزّاف
fin howwa ktabi?,where is my book?,فين هووّا كتابي?
3ndo chekhSiyya jddaba,he has an attractive personality,عندو شخصييّا جدّابا
3endi l8alat ssawda2,I have dark circles under eyes,عندي لحالات الساوداء
8owwa dima sekran,he is always drunk,هووّا ديما سكران
kaymchi lelkhedma sekran,he goes to his work drunk,كايمشي للخدما سكران
3endi joj monikat,I have two dolls,عندي جوج مونيكات
kefta dial ll7em,minced meat,كفتا ديال اللحم
fin sme3ti 8adchchi?,where did you hear this?,فين سمعتي هادشّي?
mab9itch kanchof mezyan,I don't see well anymore,مابقيتش كانشوف مزيان
daz liyya SSalir,I've received my salary,داز لييّا الصالير
kankhdem nn8ar kaml,I work full time,كانخدم النهار كامل
kansali lkhedma bkri,I finish my work early,كانسالي لخدما بكري
kansali lkhedma m3eTTel,I finish my work late,كانسالي لخدما معطّل
galiyya ntla9a m3a8,he asked me to meet him,ڭالييّا نتلاقا معاه
bghani nmchi m3a8,he wants me to go with him,بغاني نمشي معاه
galiyya nTTaSel bi8,he told me to call him,ڭالييّا نطّاصل بيه
galiyya ndoz 3ndo,he told me to visit him,ڭالييّا ندوز عندو
jab liyya kado,he brought me a gift,جاب لييّا كادو
dar liyya mofaja2a,he prepared a surprise for me,دار لييّا موفاجاأ
kat3jebni 8ad l2oghniya,I like this song,كاتعجبني هاد لأغنييا
makat3jbnich 8ad l2oghniya,I don't like this song,ماكاتعجبنيش هاد لأغنييا
8ad l2oghniya 7azina,this song is sad,هاد لأغنييا حازينا
ana msali daba,I'm free now,أنا مسالي دابا
ndir lli bghit,I do what I want,ندير اللي بغيت
7yati ma3nd8a me3na,my life is without any sense,حياتي ماعندها معنا
ana chakhS ijtima3i,I'm an extrovert person,أنا شاخص إجتيماعي
ana chakhS inTiwa2i,I'm an introvert person,أنا شاخص إنطيواإ
ghayji 3ndi weldi,my son will visit me,غايجي عندي ولدي
weldi majach 3ndi,my son didn't visit me,ولدي ماجاش عندي
khlli8 3lik ftti9ar,get away from him,خلّيه عليك فتّيقار
bghit nmchi lSSe7ra,I want to go to the desert,بغيت نمشي لصّحرا
wach kay3jbek lb7er?,do you like the beach,واش كايعجبك لبحر?
red balek flb7er,be careful in the beach,رد بالك فلبحر
khllit li8 komonTir,I left a comment for him,خلّيت ليه كومونطير
ma3mmerni 9rit lanformatik,I've never studied IT,ماعمّرني قريت لانفورماتيك
mnin ghanjib lflous?,from where do I get money?,منين غانجيب لفلوس?
kan kayde99 flbab,he was knocking the door,كان كايدقّ فلباب
3Tani wa7ed lwer9a,he gave me a paper,عطاني واحد لورقا
wach jak lmalal?,do you feel bored,واش جاك لمالال?
3ziz 3liyya tta7addiyat,I like to take challenges,عزيز علييّا التاحادّييات
3lach nta monafi9?,why are you a hypocrite?,علاش نتا مونافيق?
dewwz m3aya n8ari,spend the day with me,دوّز معايا نهاري
kandiro kolla n8ar,I do it everyday,كانديرو كولّا نهار
machi l8adaf dyali,it's not my objective,ماشي لهاداف ديالي
b9a tdiro dima,do it always,بقا تديرو ديما
tebbe3 8ad lmara7il,follow these steps,تبّع هاد لماراحيل
ghasoul dyal lwje8,face cleanser,غاسول ديال لوجه
awwel 7aja kandir,first thing I do,أوّل حاجا كاندير
8adi hiyya TTari9a,this is the method,هادي هييّا الطاريقا
7eTT dakchi llarD,put that down,حطّ داكشي اللارض
kantmnna ykon 3jbek,I hope you liked it,كانتمنّا يكون عجبك
kantmnna tkon bikhir,I hope you are well,كانتمنّا تكون بيخير
ba9i fiyya nn3as,I'm still asleep,باقي فييّا النعاس
3ndi lbechra do8niya,I have an oily skin,عندي لبشرا دوهنييا
3ndi lbechra jaffa,I have a dry skin,عندي لبشرا جافّا
3ndi lbechra mokhtaliTa,I have a mixed skin,عندي لبشرا موختاليطا
8ad ttaman monasib,the price is convenient,هاد التامان موناسيب
3emmrek tgol 8adchi,never say this,عمّرك تڭول هادشي
dwwezt we9t zwin,I had a good time,دوّزت وقت زوين
dakchi daz wa3er,it was really good,داكشي داز واعر
wach ba9i mamchitich?,you still didn't go?,واش باقي مامشيتيش?
awwel merra ghanjerreb,the first time I try,أوّل مرّا غانجرّب
ana mebli bi8,I'm addicted to it,أنا مبلي بيه
dima katswwelni 3li8,you always ask me about it,ديما كاتسوّلني عليه
7tta tji wn8eDro,we will talk when you come,حتّا تجي ونهضرو
dert mask lche3ri,I applied a mask to my hair,درت ماسك لشعري
3jebni 8ad lbandouch,I liked this shower gel,عجبني هاد لباندوش
ila 3ndi lwe9t,if I have time,إلا عندي لوقت
howwa 9rreb ysali,he is almost done,هووّا قرّب يسالي
daba ghandoz l,I will move now to,دابا غاندوز ل
3la 9bel mesla7tek,for your sake,علا قبل مسلاحتك
wa7ed l7aja ma3jbatnich,one thing that I didn't like,واحد لحاجا ماعجباتنيش
wach 39elti 3li8?,did you remember him?,واش عقلتي عليه?
kifach katjme3 lflous?,how do you save money?,كيفاش كاتجمع لفلوس?
chno 8owwa l7ell?,what's the solution?,شنو هووّا لحلّ?
howwa dki bezzaf,he is very smart,هووّا دكي بزّاف
maf8emtch 8ad dders,I didn't understand this lesson,مافهمتش هاد الدرس
f ga3 lmajalat,in all domaines,ف ڭاع لماجالات
8adik 7aja khra,that's another thing,هاديك حاجا خرا
sifT liyya miSSaj,he sent me a message,سيفط لييّا ميصّاج
9elleb 3awd tani,search again,قلّب عاود تاني
ana ba9i mriD,I'm still sick,أنا باقي مريض
wach ba9i mriD?,are you still sick?,واش باقي مريض?
chno w9e3 lik?,what happened to you?,شنو وقع ليك?
bezzaf dyal l2omor,many things,بزّاف ديال لأمور
wakhkha nkon mriD,even if I'm sick,واخّا نكون مريض
wa9ila ra8 8owwa,maybe it's him,واقيلا راه هووّا
jab liyya kolchi,he brought me everything,جاب لييّا كولشي
8ad ddwa 7lo,this medicine is sweet,هاد الدوا حلو
bghit nnakol l3des,I want to eat lentilles,بغيت الناكول لعدس
kay3jebni ne9ra chchi3r,I love reading poems,كايعجبني نقرا الشيعر
nta dayr b7ali,you are like me,نتا داير بحالي
ina wa7d nekhtar?,which one should I choose?,إنا واحد نختار?
khaSSek tfekk menno,you have to get rid of it,خاصّك تفكّ منّو
7tta wa7ed makamel,no one is perfect,حتّا واحد ماكامل
awwel merra nchofek,it's the first time I see you,أوّل مرّا نشوفك
bghit nbeddel 7yati,I want to change my life,بغيت نبدّل حياتي
ila kan 3endk,if you have it,إلا كان عندك
mab9ach 3ndi lwe9t,I'm running out of time,مابقاش عندي لوقت
mlli knt Sghir,when I was young,ملّي كنت صغير
khrejt mn ddar,I left the house,خرجت من الدار
ghaymchi m3aya sa7bi,my friend will go with me,غايمشي معايا ساحبي
ghanbda mn daba,I will start from now,غانبدا من دابا
7tta 7aja masa8la,nothing is easy,حتّا حاجا ماساهلا
3ziza 3liyya chlaDa,I like salads,عزيزا علييّا شلاضا
rajli kaykhdem bezzaf,my husband works hard,راجلي كايخدم بزّاف
3awedt mn llewel,I started from the beginning,عاودت من اللول
yallah njibo dora,let's have a walk,يالّاه نجيبو دورا
khrej mn 8na,get out of here,خرج من هنا
l9eTTa dyali weldat,my cat gave birth,لقطّا ديالي ولدات
8adchchi lli bghit,this is what I want,هادشّي اللي بغيت
8adchchi 3layach kan9elleb,this is what I'm looking for,هادشّي علاياش كانقلّب
8ad lmoSi9a 3iyyana,this music is bad,هاد لموصيقا عييّانا
8ad lmoghenni mech8our,this singer is famous,هاد لموغنّي مشهور
rfe3t 3li8 de3wa,I sued him,رفعت عليه دعوا
howwa mojrim khaTir,he is a dangerous criminal,هووّا موجريم خاطير
ana machi mojrim,I'm not a criminal,أنا ماشي موجريم
chrit Sak jdid,I bought a new bag,شريت صاك جديد
7ala9at dyal dd8eb,gold earrings,حالاقات ديال الدهب
mt8Derch f3ibad lla8,don't talk about others,متهضرش فعيباد اللاه
wach ghatn3es daba?,will you sleep now?,واش غاتنعس دابا?
wach ghatn3es 8na?,will you sleep here?,واش غاتنعس هنا?
howwa labas 3li8,he is rich,هووّا لاباس عليه
8ad ttrikko skhon,this sweater is warm,هاد التريكّو سخون
mazal fiyya lberd,I'm still cold,مازال فييّا لبرد
ghir fikra wSafi,it's just an idea,غير فيكرا وصافي
kayjib liyya nn3as,it makes me asleep,كايجيب لييّا النعاس
m3ayach kayn l2ijtima3?,when does the meeting take time?,معاياش كاين لإجتيماع?
bezzaf dyal lwra9,many papers,بزّاف ديال لوراق
3ndi 3osr l8aDm,I have a problem of indigestion,عندي عوسر لهاضم
aji fwe9t akhor,come another time,أجي فوقت أخور
8adi we9t SSlat,it's prayer time,هادي وقت الصلات
howwa dima kaySelli,he always prays,هووّا ديما كايصلّي
howwa dima kaySoum,he always fasts,هووّا ديما كايصوم
dir brasek mkellekh,pretend as being stupid,دير براسك مكلّخ
maddirch fi8a mkellekh,don't pretend you are stupid,مادّيرش فيها مكلّخ
maddirch brasek kat3rfni,don't pretend you know me,مادّيرش براسك كاتعرفني
makan3ref ndir walo,I'm not good at doing anything,ماكانعرف ندير والو
finma tkon kharej,whenever you are going out,فينما تكون خارج
ma3endouch tti9a fnnafs,he doesn't have self confidence,ماعندوش التيقا فنّافس
mchit llb7err bo7di,I went alone to the beach,مشيت اللبحرّ بوحدي
gals m3a rasi,I'm sitting alone,ڭالس معا راسي
makantsewwe9ch l7tta wa7ed,I don't care about anyone,ماكانتسوّقش لحتّا واحد
wach bghiti nmerto?,do you want his phone number?,واش بغيتي نمرتو?
wach 3ndek nmerto?,do you have his phone number?,واش عندك نمرتو?
ana fakhour bik,I'm proud of you,أنا فاخور بيك
chno howa so2alek?,what is your question?,شنو هووا سوألك?
chno kat7awel ddir?,what are you trying to do?,شنو كاتحاول الدير?
chno bghiti tgol?,what are you trying to say?,شنو بغيتي تڭول?
mab9itch cheftek mazal,I haven't seen you again,مابقيتش شفتك مازال
kharj m3a S7abi,I'm hanging out with my friends,خارج معا صحابي
kankhaf mn DDlam,I'm afraid of darkness,كانخاف من الضلام
3Tini l3onwan dyalk,give me your address,عطيني لعونوان ديالك
sift liyya nmertk,send me your phone number,سيفت لييّا نمرتك
nta b7al khoya,you are like a brother to me,نتا بحال خويا
l8odou3 w l7obb,peace and love,لهودوع و لحوبّ
kayn l8odou2 8na,it's peaceful here,كاين لهودوء هنا
3lach mab9ach kaybghik?,why he doesn't love you anymore?,علاش مابقاش كايبغيك?
3ndek forSa we7da,you have only one chance,عندك فورصا وحدا
8adi akhir mo7awala,this is the last try,هادي أخير موحاوالا
3Tini forSa 3afak,give me a chance please,عطيني فورصا عافاك
akhir n8ar m3ak,the last day with you,أخير نهار معاك
wach 8adchchi lik?,is this for you?,واش هادشّي ليك?
ana kayn flmedrasa,I'm in the school,أنا كاين فلمدراسا
8adi 9iSSa 9dima,this is an old story,هادي قيصّا قديما
mezyan t3awen nnas,it's great to help others,مزيان تعاون الناس
knt bghitek t3awenni,I wanted you to help me,كنت بغيتك تعاونّي
ma9adrch nti9 fi8,I can't trust him,ماقادرش نتيق فيه
wach nta 3ma?,are you blind?,واش نتا عما?
kteb 3liyya ma9al,he wrote an article about me,كتب علييّا ماقال
tcherrft b ma3riftek,Pleasure to meet you,تشرّفت ب ماعريفتك
ana kansken f...,I live in....,أنا كانسكن ف...
chno l8iwayat dyalek?,What are your hobbies?,شنو لهيوايات ديالك?
kay3jbni ndir rriyaDa,I love exercising,كايعجبني ندير الريياضا
kandir 7tta rra9S, I'm also a dancer,كاندير حتّا الراقص
kankhrej m3a S7abi ,I hang out with my friends,كانخرج معا صحابي
kanmchi l laSal,I go to the gym,كانمشي ل لاصال
kif kant ttejriba?,How was the experience?,كيف كانت التجريبا?
stamte3t bel maSSaj,I enjoyed the massage,ستامتعت بل ماصّاج
7asan kaykteb risala,Hassan is writing a letter,حاسان كايكتب ريسالا
kanfi9 fSSba7 bkri,I wake up early in the morning,كانفيق فصّباح بكري
ana kan7awel nf8em,I'm trying to undertand,أنا كانحاول نفهم
chrit SbbaT jdid,I bought a new pair of shoes,شريت صبّاط جديد
8rres l kas,He broke the glass,هرّس ل كاس
rbe7na l match,We won the match,ربحنا ل ماتش
howwa kay7k snanou,He brushes his teeth,هووّا كايحك سنانو
kanakoul chchklaT yawmiyyan,I eat chocolate every day,كاناكول الشكلاط ياومييّان
bgha chi 7aja,He wants something,بغا شي حاجا
koulchi howwa 8adak,Everything is perfect,كولشي هووّا هاداك
8iyya bent zwina,She is a beautiful girl,هييّا بنت زوينا
howa kaySoug ppikala,he drives a bicycle,هووا كايصوڭ الپيكالا
kaybki 3la lou3ba ,He is crying for a toy,كايبكي علا لوعبا
makay7ssch brasou mzyan,He is not feeling well,ماكايحسّش براسو مزيان
l mouderrib maraDich ,The coach is not satisfied,ل مودرّيب ماراضيش
howwa 7ell lbab,He opened the door,هووّا حلّ لباب
fte7 ga3 l8adaya,He opened al the gifts,فتح ڭاع لهادايا
ttran m3eTTel bzzaf,The train is late,التران معطّل بزّاف
wach kayl3eb ttinis,Does he play tennis,واش كايلعب التينيس
ma3ndouch flous daba,He has no money for the moment,ماعندوش فلوس دابا
wach kay8Der bzzaf,Does he talk alot,واش كايهضر بزّاف
wach kaychreb atay,Does he drinlk tea?,واش كايشرب أتاي
kherrej m3a8 zzbel,He takes out the trash,خرّج معاه الزبل
makay9rach n8ar ttnin,He doesn't study on monday,ماكايقراش نهار التنين
kay3oum koul Sba7,He swims every morning,كايعوم كول صباح
makayghselch l mma3en,He doesn't wash the dishes,ماكايغسلش ل الماعن
dima kaynsa bzTamou,He always forgets his purse,ديما كاينسا بزطامو
kayde99 f lbab,He is knocking the door,كايدقّ ف لباب
koulchi wajed lel7efla,Everything is ready for the party,كولشي واجد للحفلا
ghadi ybghi y3awnek,He would like to help you,غادي يبغي يعاونك
makaymchich l laSal,He doesn't go to the gym,ماكايمشيش ل لاصال
kayt3llem longli bbou7dou,He is learning English by himself,كايتعلّم لونڭلي البوحدو
8owwa li 9tlou,He killed him,هووّا لي قتلو
8owwa machi mou8ndis,He is not an engeneer,هووّا ماشي موهنديس
kay3jbo yrSem bbou7dou,He likes to paint by himself,كايعجبو يرصم البوحدو
maghadich yji m3aya,He will not come with me,ماغاديش يجي معايا
kay3jbo yl3b lkora,He likes to play soccer,كايعجبو يلعب لكورا
kaytferej f ttelfaza,He is watching TV,كايتفرج ف التلفازا
ra8 mtekki chwiyya,He is taking a nap,راه متكّي شوييّا
ra8 dayer lppiknik,He is having a picnic,راه داير لپّيكنيك
kay3yyet l Sa7bo,He is calling his friend,كايعيّت ل صاحبو
kayl3b l karTa,He is playing cards,كايلعب ل كارطا
kayjri f jjerDa,He is running in the park,كايجري ف الجرضا
kaychouf ghouroub chchams,He is watching the sunset,كايشوف غوروب الشامس
mcha l met7ef,He went to the museum,مشا ل متحف
dar ttamarin dyalo,He did his homework,دار التامارين ديالو
mcha 3nd TTbib,He went to the doctor,مشا عند الطبيب
3eyeT lwalida dyalo,He called his mom,عيط لواليدا ديالو
kan 3ndo jtima3,He had a meeting,كان عندو جتيماع
mcha l3amal khayri,He went to a charity event,مشا لعامال خايري
mcha l 7emmam,He went to a spa,مشا ل حمّام
kay3jbo la glaS,He like ice cream,كايعجبو لا ڭلاص
lyoum n8ar mchemmech,Today is a sunny day,ليوم نهار مشمّش
mcha ychri l7wayej,He went shopping for clothes,مشا يشري لحوايج
safer l oroppa,He traveled to Europe,سافر ل أُروپّا
mcha 3nd ddontist,He went to the dentist,مشا عند الدونتيست
mcha l mktaba,He went to the library,مشا ل مكتابا
chaf ghouroub chchams,He warched the sunset,شاف غوروب الشامس
khda douch skhoun,He took a hot shower,خدا دوش سخون
t3ellem wSfa jdida,He learned a new recipe,تعلّم وصفا جديدا
kayt3llem 7wayj jdad,He learns new things,كايتعلّم حوايج جداد
wach ghsel wj8o?,Did he wash his face?,واش غسل وجهو?
fin 8oma 7wayji?,Where are my clothes?,فين هوما حوايجي?
kaykhaf mn DDlam,He is afraid of darknes,كايخاف من الضلام
8ad lmar7ala moumilla,This period is boring,هاد لمارحالا موميلّا
ttmrin sa8l bzzaf,The homework is very easy,التمرين ساهل بزّاف
y9der yddik nn3as,you may fall asleep,يقدر يدّيك النعاس
bgha ykoun naje7,He wants to be succeful,بغا يكون ناجح
t3eTTel 3la lmdraSa,He is getting late for school,تعطّل علا لمدراصا
sa7bi tgheyyeb lyoum,My friend is abscent today,ساحبي تغيّب ليوم
ghdda ghatkoun 3otla,Tomorrow will be a holiday,غدّا غاتكون عوتلا
fin 8owwa SbbaTI,Where are my shoes?,فين هووّا صبّاطي
l9e8wa moDirra bSSe77a,coffee is unhealthy,لقهوا موضيرّا بصّحّا
khli 8adchchi sirr,Keep this a secret,خلي هادشّي سيرّ
kan kayghsel lwlado,He was bathing his kids,كان كايغسل لولادو
fkker f raSek,Think about yourself,فكّر ف راصك
baba8 rajoul a3mal,His father is a businessman,باباه راجول أعمال
39el 3la 8Derti,Mark my words,عقل علا هضرتي
8adchchi machi m39oul,This is not fair,هادشّي ماشي معقول
3ndek chi flous?,Do you have some money?,عندك شي فلوس?
ma3ndo 7tta fikra,He has no idea,ماعندو حتّا فيكرا
dir fiyya khir,Do me a favor,دير فييّا خير
sir mn 9ddami,Get out of my sight,سير من قدّامي
chnou bghiti mnni?,What do you want from me?,شنو بغيتي منّي?
fewwej m3a rask,Enjoy yourself!,فوّج معا راسك
wach moumkin nsewwlek?,Can I ask you something?,واش مومكين نسوّلك?
kayn f ddar,He is at home,كاين ف الدار
kaydeyy3 liyya we9ti,He is wasting my time,كايديّع لييّا وقتي
chokran 3la nnaSi7a,Thank you for your advice,شوكران علا الناصيحا
kayyakhoud lwa9t bzzaf,It really takes time,كايّاخود لواقت بزّاف
chnou wa9e3 8na?,What is happening here?,شنو واقع هنا?
nchoufek merra khra,See you next time,نشوفك مرّا خرا
wach howwa mzewwej?,Is he married?,واش هووّا مزوّج?
"lli w9e3, w9e3",What is done is done,"اللي وقع, وقع"
may9derch ytsnna mazal,He can't wait any longer,مايقدرش يتسنّا مازال
8adi bidaya mzyana,It's a good beginning,هادي بيدايا مزيانا
sir ila 9derti,Go if you can,سير إلا قدرتي
ghriba 8ad l9aDiyya,It is a strange thing,غريبا هاد لقاضييّا
chnou ban lik?,What do you think ?,شنو بان ليك?
fin ghadi howwa?,Where is he going?,فين غادي هووّا?
3ndo bzzaf may3awed,He has a lot to talk about,عندو بزّاف مايعاود
kidayer m3a lkhdma?,How is work going?,كيداير معا لخدما?
twe77cht DDe7ka dyalk ,I miss your laugh,توحّشت الضحكا ديالك
ma3ndouch lwe9t daba,He doesn't have time now,ماعندوش لوقت دابا
ch7al nnemra dyalk?,What is your phone number?,شحال النمرا ديالك?
chno bghiti ddir?,What do you want to do?,شنو بغيتي الدير?
3awed 3eyyeT liyya,Call me back,عاود عيّط لييّا
fo9ach ghadi twSel?,When will you reach?,فوقاش غادي توصل?
3Tini n8ar wa7ed,Give me a day,عطيني نهار واحد
howwa f chchinwa,he is in China,هووّا ف الشينوا
7awel mrra khra,Try again,حاول مرّا خرا
lfar 7ayawan Sghir,The mouse is a small animal,لفار حاياوان صغير
makhSSekch t2adi l7ayawanat,You should not hurt animals,ماخصّكش تأدي لحاياوانات
kheSSna nt8llaw fi8oum,we should take care of them,خصّنا نتهلّاو فيهوم
lmchichat kaybghiw yl3bou,Cats love to play,لمشيشات كايبغيو يلعبو
kaytne99lou f mjmou3at,They move in packs,كايتنقّلو ف مجموعات
3DDo 7ench msmoum,He was bitten by a poisonous snake,عضّو حنش مسموم
l3awd 7ayawn ra9i,The horse is a majestic animal,لعاود حاياون راقي
lfaracha 7achara Sghira,The butterfly is a small insect,لفاراشا حاشارا صغيرا
lfarachat kay9dro yTiro,butterflies can fly,لفاراشات كايقدرو يطيرو
nnmer 7ayawan moutawa77ich,Tiger is a wild animal,النمر حاياوان موتاواحّيش
zZarafa makat9derch T3oum,Giraffe can not swim,الزارافا ماكاتقدرش طعوم
lppanDa mekhlou9 7chchoumi,The panda is a shy creature,لپّانضا مخلوق حشّومي
l7ench SreT jrana,The snake swollowed a frog,لحنش صرط جرانا
l9irch 7ayawan ma2i,The shark is an aquatic animal,لقيرش حاياوان ماإ
8ad ddar kbira,That house is big,هاد الدار كبيرا
3ndo ddar dyalo,He has a house of his own,عندو الدار ديالو
fi8a jouj TwaliTat,It has tow bathrooms,فيها جوج طواليطات
fi8a jouj 7mmamat,It has tow bathrooms,فيها جوج حمّامات
3afak sedd ddar,Please close the house,عافاك سدّ الدار
mtekki 3la lfotouy,He is laying on the sofa,متكّي علا لفوتوي
gales 3la lkoursi,He is sitting on the chair,ڭالس علا لكورسي
nari! l7iT kayt7errek,OMG! the wall is moving,ناري! لحيط كايتحرّك
mazal makhdit lkhwami,I didn't get curtains yet,مازال ماخديت لخوامي
ch3el m3ak llamba,Turn on the lamp,شعل معاك اللامبا
lmakina dSSaboun makhddamach,The washing machine is not working,لماكينا دصّابون ماخدّاماش
kansken 7da lb7er,I live near the sea,كانسكن حدا لبحر
