darija,eng,darija_ar
ach kat9sad b Thai?,What do you mean by the Thai?,أش كاتقساد ب طهاي?
wach makat3raf 7ta blasa?,Don't you know anywhere?,واش ماكاتعراف حتا بلاسا?
lba9iy mnna makay3arfohomch mzyan,The rest of us don't know them so well,لباقيي منّا ماكايعارفوهومش مزيان
ta9dar tsta3mal cho99a dyali,You could use my flat,تاقدار تستاعمال شوقّا ديالي
ya9dar yji 7ta Gerard,And Gerard might come along,ياقدار يجي حتا ڭرارد
hadchi i9dr ikhl9 mochkil,That might be a problem,هادشي إقدر إخلق موشكيل
baramij tabadol m3a Tolab?,exchange programmes with foreign students?!,باراميج تابادول معا طولاب?
bsah lmachakil l2amniya rtaf3at,It's true that security issues have gone up,بساه لماشاكيل لأمنييا رتافعات
kankhasro ga3 lma3alim dyalha,We're losing all its landmarks,كانخاسرو ڭاع لماعاليم ديالها
"ah, ghadi ykon momti3","Yes, it'll be fun!","أه, غادي يكون مومتيع"
ghadi ntmat3o 7ta 7na,We will have fun too,غادي نتماتعو حتا حنا
ghadi tkon zwina bzaf,It's gonna be really beautiful,غادي تكون زوينا بزاف
chokran 3la lmosa3ada dyalk,Thank you so much for your help,شوكران علا لموساعادا ديالك
fnihaya dyal simana idan,this weekend then!,فنيهايا ديال سيمانا إدان
wach 3ndak 200 dhs,Have you got 200 dhs?,واش عنداك 200 دهس
kanDn katban manfokha chwiya,I thought it was looking a bit swollen,كانضن كاتبان مانفوخا شوييا
otmma tla3 lia dam,Then it pissed me off,أُتمّا تلاع ليا دام
achno gal ba3d dakchi?,What did he say then?,أشنو ڭال باعد داكشي?
dakchi 3lach kan 7san,So it was better,داكشي علاش كان حسان
ana ra2is dyal tabakhin!,I'm head chef!,أنا راإس ديال تاباخين!
kan khasak takhad lmokawinat,You were meant to get the ingredients,كان خاساك تاخاد لموكاوينات
"lklyan dyalna ji3anin, ji3anin!","our hungry, hungry customers!","لكليان ديالنا جيعانين, جيعانين!"
"zyada, zwaj, ayy haja","birth of a child, marriage, whatever","زيادا, زواج, أيّ حاجة"
ana far7an 9drt n3awn,I'm glad I could help.,أنا فارحان قدرت نعاون
stamta3 b nhar doctor,"Enjoy the rest of the day, Doctor.",ستامتاع ب نهار دوكتور
sir tnazah ta7t chamch,go for walks in the sunshine!,سير تنازاه تاحت شامش
ila kan hadchi likat9sad,if that is what you mean,إلا كان هادشي ليكاتقساد
ma7taj ndir l7aja S7i7a,I need to see to do the right thing.,ماحتاج ندير لحاجا صحيحا
achno bghiti t7akam fih,What would you like to be in control of?,أشنو بغيتي تحاكام فيه
mti7an f lfaSl lakhar,A control on the last chapter.,متيحان ف لفاصل لاخار
bjojna khayfin ma Tayaran,we're both scared of flying,بجوجنا خايفين ما طاياران
barmil mn da7k ...,A barrel of laughs...,بارميل من داحك ...
kifach dwztiha mn lbolis,how did you get that through security?,كيفاش دوزتيها من لبوليس
"z3ma, tkhali yadik ldakhal?","Like, keep your arms inside?","زعما, تخالي ياديك لداخال?"
khasna nmchiw 3and nsibtak,We have to go to your mother-in-law.,خاسنا نمشيو عاند نسيبتاك
3lach jbadto l pilot,why did you have to mention the pilot!,علاش جبادتو ل پيلوت
loTilat makaybanoch mori7in bzaf.,the hotels don't seem very comfortable.,لوطيلات ماكايبانوش موريحين بزاف.
wach nta mn mirikan?,Are you from the U.S.?,واش نتا من ميريكان?
wach nti mn mirikan?,Are you from the U.S.?,واش نتي من ميريكان?
wach ntoma mn mirikan?,Are you from the U.S.?,واش نتوما من ميريكان?
mnin nta f mirikan?,Where are you from in the U.S.?,منين نتا ف ميريكان?
mnin nti f mirikan?,Where are you from in the U.S.?,منين نتي ف ميريكان?
mnin ntoma f mirikan?,Where are you from in the U.S.?,منين نتوما ف ميريكان?
had lktab dyal Loubna.,This is Loubna's book.,هاد لكتاب ديال لوبنا.
had ddar dyal Malika,This house is Malika's,هاد الدار ديال ماليكا
bghit nmchi n3es bkri,I want to go to bed early,بغيت نمشي نعس بكري
"bghit lma sskhoun, 3afak","I want hot water, please","بغيت لما السخون, عافاك"
bghit nmchi l Ifran,I want to go to Ifran,بغيت نمشي ل إفران
ddini l ddar laykhllik,Take me home please,الديني ل الدار لايخلّيك
wach l contour khddam?,Is the meter on?,واش ل كونتور خدّام?
"khddem l contour, 3afak.","Turn on the meter, please.","خدّم ل كونتور, عافاك."
3Tini dik l3iba 3afak,Give me that thing please,عطيني ديك لعيبا عافاك
fin imken nSbben 7wayji?,Where can I do laundry?,فين إمكن نصبّن حوايجي?
ch7al hadi f ssa3a,What time is it?,شحال هادي ف الساعا
hadi rrb3a o rb3,It is a quarter past four,هادي الربعا أُ ربع
hadi lkhmsa o tolot,It is twenty minutes past five,هادي لخمسا أُ تولوت
hadi ssb3a o ness,It is seven thirty,هادي السبعا أُ نسّ
hadi tts3oud 9ll tolot,It is twenty minutes to nine,هادي التسعود قلّ تولوت
hadi l7Dach 9ll 9smayn,It is ten minutes to eleven,هادي لحضاش قلّ قسماين
hadi TTnach 9ll 9sm,It is five minutes to twelve,هادي الطناش قلّ قسم
3afak wach 3ndk l7lib?,"please, do you have milk?",عافاك واش عندك لحليب?
chno bghiti a lalla,What do you want ma'am,شنو بغيتي أ لالّا
chno bghiti a sidi?,What do you want sir?,شنو بغيتي أ سيدي?
wach bghiti 98wa bskkar?,Do you want coffee with sugar?,واش بغيتي قهوا بسكّار?
Ali bgha kas tlma,Ali wants a glass of water,ألي بغا كاس تلما
Driss kayn f ddar,Driss is at home,ضريسّ كاين ف الدار
wach kayn lma fl9r3a?,Is there water in the bottle?,واش كاين لما فلقرعا?
mmi o bba mTll9in,My mom and dad are divorced,المي أُ البا مطلّقين
lwalida o lwalid mTll9in,My mom and dad are divorced,لواليدا أُ لواليد مطلّقين
3ndi jouj khout twam,I have two twin siblings,عندي جوج خوت توام
ch7al 3ndk dyal lkhout?,How many siblings do you have?,شحال عندك ديال لخوت?
ch7al mn kht 3ndk?,How many sisters do you have?,شحال من خت عندك?
3ndi khouya Sghr mnni,I have a younger brother,عندي خويا صغر منّي
wach 3ndk dar flmghrib?,Do you have a house in Morocco?,واش عندك دار فلمغريب?
3mmrk mchiti l fransa?,Have you ever gone to France?,عمّرك مشيتي ل فرانسا?
wach 3mmrhom klaw skso?,Have they ever eaten couscous?,واش عمّرهوم كلاو سكسو?
ma3mmerha safrat 3la brra ,She has never been abroad,ماعمّرها سافرات علا برّا
Omar 3Tah l Mohamed,Omar gave it to Mohamed,أُمار عطاه ل موهامد
"iyeh, ktbtha l Hassan","Yes, I wrote it to Hassan","إيه, كتبتها ل هاسّان"
ayeh ghadi ndiro dakchi,"Yeah, we're gonna make it!",أيه غادي نديرو داكشي
ana kantra3ad fSbbat dyali,i'm quivering in my boots,أنا كانتراعاد فصبّات ديالي
ana chwiya mriD flwa9i3,I am a bit sick actually,أنا شوييا مريض فلواقيع
an9ddmo daba a chef,Serving now chef,أنقدّمو دابا أ شف
3ndhom motatallabat ghida2ia khasa,They have special dietary requirements,عندهوم موتاتالّابات غيداإا خاسا
bla 7lib a chef,No milk chef,بلا حليب أ شف
wach 3ndak chi 7aja,Have you got anything on you?,واش عنداك شي حاجا
wach kayl3ab lgolf m3ak,He plays golf with you?,واش كايلعاب لڭولف معاك
walakin hadchi machi 3adil!,But that's not fair!,والاكين هادشي ماشي عاديل!
Martin hoa lli la9ana,Martin introduced us,مارتين هوا اللي لاقانا
achno billah 3lik hadchi?,what in the lord's name is that?,أشنو بيلّاه عليك هادشي?
rah l3id milad dyalk,It's for your birthday,راه لعيد ميلاد ديالك
wach sm3ti b Spotify?,Have you heard of Spotify?,واش سمعتي ب صپوتيفي?
hia tatbi9 dyal mosi9a,It's an online music app,هيا تاتبيق ديال موسيقا
wach kat3ref m3amn katdwi?,Did you know who you're talking to?,واش كاتعرف معامن كاتدوي?
wach 3arf m3amn kat8Dar?,Did you know who you're talking to?,واش عارف معامن كاتهضار?
rah ghaby wa7d chwiya,It's a bit stupid,راه غابي واحد شوييا
wach bghiti chi wa7da?,Would you like one?,واش بغيتي شي واحدا?
"ta2khirat flbni, ach hadchi?","Construction delays, what's that all about?","تاءخيرات فلبني, أش هادشي?"
kan7ass b7la kanchof jouj,I feel like I'm seeing double,كانحاسّ بحلا كانشوف جوج
ola ghi ba3d almrat?,Or just at certain times?,أُلا غي باعد ألمرات?
kan7as b7al ila toDDerna,I feel like we're lost,كانحاس بحال إلا توضّرنا
rak 3arf mzyan 3lach!,You know full well why!,راك عارف مزيان علاش!
wach kayn ma yttekla?,is there anything to eat?,واش كاين ما يتّكلا?
ana twledt f agadir,I was born in Agadir,أنا تولدت ف أڭادير
dial men had ddar?,whose house is this?,ديال من هاد الدار?
wach me7taj li y3awnek?,do you need help?,واش محتاج لي يعاونك?
fin ja 8ad loTel?,Where is this hotel?,فين جا هاد لوطل?
3ndi lkhedma ktira lyoum,I have a lot of job to do today,عندي لخدما كتيرا ليوم
l ostad majach lyoum,The teaher didn't come today,ل أُستاد ماجاش ليوم
3lach makatjawbch 3la TTilifoun?,Why you don't answer the phone?,علاش ماكاتجاوبش علا الطيليفون?
jat m3ak had lkeswa,This dress suits you,جات معاك هاد لكسوا
had jjellaba jatk was3a,This Jellaba is large,هاد الجلّابا جاتك واسعا
had jjellaba jatk mDey9a,This Jellaba is tight,هاد الجلّابا جاتك مضيقا
fin chriti had llebsa?,Where did you buy this outfit?,فين شريتي هاد اللبسا?
bech7al chriti had llebsa,How much did you buy this outfit?,بشحال شريتي هاد اللبسا
l pissi khser lia,the laptop doesn't work anymore,ل پيسّي خسر ليا
bghit nchri zit l3od,I want to buy olive oil,بغيت نشري زيت لعود
bghit nchri zit argan,I want to buy argan oil,بغيت نشري زيت أرڭان
3arDin 3lina chi nas,We are invited by some people,عارضين علينا شي ناس
ana me3rouDa 8ad lila,I am invited this night,أنا معروضا هاد ليلا
f ina medrasa 9riti?,which school did you study at?,ف إنا مدراسا قريتي?
ma3jebatnich l8Dra li gelti,I didn't like what you said,ماعجباتنيش لهضرا لي ڭلتي
dakchi li ban liyya,that's what I think of,داكشي لي بان لييّا
ana ostad dial lfalsafa,I am a philosophy teacher,أنا أُستاد ديال لفالسافا
ana ostad dial rriyaDiyyat,I am a maths teacher,أنا أُستاد ديال الريياضييّات
bch7al chriti 8ad TTomobil?,how much did you buy this car?,بشحال شريتي هاد الطوموبيل?
chno kaddir f remDan?,what do you do in Ramadan?,شنو كادّير ف رمضان?
matgolch 8adchi l7tta wa7ed,don't tell anyone about this,ماتڭولش هادشي لحتّا واحد
kolla tnin w tlat,every Monday and Tuesday,كولّا تنين و تلات
khaSSek tchreb lma bezzaf,you must drink a lot of water,خاصّك تشرب لما بزّاف
wach katDerrek chi 7aja?,does something hurt you?,واش كاتضرّك شي حاجا?
wach 3ndek lkhobz skhoun?,do you have hot bread?,واش عندك لخوبز سخون?
kan8Der tlata dial lloghat,I speak three languages,كانهضر تلاتا ديال اللوغات
kon ghir knti m3ana,if only you were with us,كون غير كنتي معانا
nsit chno gelti liyya,I forgot what you told me,نسيت شنو ڭلتي لييّا
8ad lmkhedda machi mori7a,this pillow isn't comfortable,هاد لمخدّا ماشي موريحا
maklitch walo mn Sba7,I haven't eaten anything since morning,ماكليتش والو من صباح
wach 9riti 8ad lktab?,have you read this book?,واش قريتي هاد لكتاب?
wach la7Dti chi 7aja?,did you notice anything?,واش لاحضتي شي حاجا?
3ndi lik khbar khayba,I have bad news for you,عندي ليك خبار خايبا
chokran 7it b9iti m3aya,thank you for staying with me,شوكران حيت بقيتي معايا
wach n9der nchofk daba?,can I see you now?,واش نقدر نشوفك دابا?
wach katkhdem b7al 8akka?,do you work like this?,واش كاتخدم بحال هاكّا?
kif rak m3a ddenya?,how's life?,كيف راك معا الدنيا?
dir fiyya wa7d lplizir,do me a favour,دير فييّا واحد لپليزير
kanfi9 m3a l5emsa dSSba7,I wake up at five a.m,كانفيق معا لخمسا دصّباح
3lach katgol 8ad l8eDra?,why do you say this?,علاش كاتڭول هاد لهضرا?
kon ghir tsket chwiyya,if only you keep quiet,كون غير تسكت شوييّا
fin ja 8ad lmeT3am?,where is this restaurant?,فين جا هاد لمطعام?
ana machi 7ttal l8i8,I'm not okay,أنا ماشي حتّال لهيه
machi chi 7aja nit,it's not a big deal,ماشي شي حاجا نيت
khsert bezzaf dial lflous,I spent a lot of money,خسرت بزّاف ديال لفلوس
3ziz 3liyya n8Der m3ak,I like talking with you,عزيز علييّا نهضر معاك
3ziz 3liyya nsme3 lik,I like listening to you,عزيز علييّا نسمع ليك
makanch khaSSek tdir 8adchchi,you shouldn't have done this,ماكانش خاصّك تدير هادشّي
fiyya l7boub f wej8i,I have acne,فييّا لحبوب ف وجهي
mab9itch 9ader nt7emmel mazal,I can't bear anymore,مابقيتش قادر نتحمّل مازال
knt bghitk ttla9a m3a8,I wanted that you and him meet each other,كنت بغيتك التلاقا معاه
kandir l3kar 7mar dima,I always put on red lipstick,كاندير لعكار حمار ديما
3endi bezzaf dial llo3ab,I have many toys,عندي بزّاف ديال اللوعاب
9et3o liyya mn SSalir,they deducted an amount from my salary,قتعو لييّا من الصالير
ch7al katchedd f SSalir?,how much is your salary?,شحال كاتشدّ ف الصالير?
fin khserti SSalir dyalk?,where did you spend your salary?,فين خسرتي الصالير ديالك?
b7al 8ad lyoum twledt,I was born on this same day,بحال هاد ليوم تولدت
3lach katmchi lb7er dima,why do you always go to the beach,علاش كاتمشي لبحر ديما
7tta ana ghandir b7alo,I will do like what he did,حتّا أنا غاندير بحالو
3ndi bzzaf dyal lflous,I have a lot off money,عندي بزّاف ديال لفلوس
3ziz 3liyya nn3es bzzaf,I like sleeping too much,عزيز علييّا النعس بزّاف
l7aja lwa7ida li dert,the only thing I did,لحاجا لواحيدا لي درت
kantferrej f wa7ed lvidio,I'm watching a video,كانتفرّج ف واحد لڤيديو
wach ymken tchre7 liyya?,can you explain to me?,واش يمكن تشرح لييّا?
chof 8ada ch7al zwin,look how cute is this,شوف هادا شحال زوين
wach jme3ti chi flous?,did you save any money?,واش جمعتي شي فلوس?
makaynch 3ndna 8ad nnou3,we don't have this type,ماكاينش عندنا هاد النوع
dima kannsa nchreb lma,I always forget to drink water,ديما كانّسا نشرب لما
khrrej liyya TTbib ddwa,the doctor prescribed medications for me,خرّج لييّا الطبيب الدوا
awwel merra n8Der m3ak,it's the first time I speak with you,أوّل مرّا نهضر معاك
ba9i 3ndi lkhdma bezzaf,I still have a lot of work to do,باقي عندي لخدما بزّاف
wach kat3ref 8ad lmoghenni?,do you know this singer?,واش كاتعرف هاد لموغنّي?
makanch 3ziz 3liyya fllewwel,I didn't like him at the beginning,ماكانش عزيز علييّا فلّوّل
dir brasek machfti walo,pretend as you didn't see anything,دير براسك ماشفتي والو
dir brasek masme3ti walo,pretend as you didn't hear anything,دير براسك ماسمعتي والو
kol wa7ed kifach kayfekker,everyone has a different way of thinking,كول واحد كيفاش كايفكّر
we93o bezzaf dyal machakil,many problems happened,وقعو بزّاف ديال ماشاكيل
ach ban lik fi8?,what do you think about him?,أش بان ليك فيه?
wach katkhaf mn DDlam?,are you afraid of darkness?,واش كاتخاف من الضلام?
l7ob le79i9i mab9ach kayn,true love doesn't exist anymore,لحوب لحقيقي مابقاش كاين
wach katbghi chi wa7ed?,do you love someone?,واش كاتبغي شي واحد?
wach 7tta 8owwa kaybghik?,does he also love you?,واش حتّا هووّا كايبغيك?
8ada nn8ar llekhkher lik?,this is your last day,هادا النهار اللخّر ليك?
lmedrasa b3ida 3la dari,the school is far from my house,لمدراسا بعيدا علا داري
ch7al f 3mrek ?,How old are you?,شحال ف عمرك ?
ch7al mn merra ?,How many times?,شحال من مرّا ?
kol sebt f ssba7,Every saturday morning,كول سبت ف السباح
cha7al 3ndek dyal lkhkhout?,How many sibllings do you have ?,شاحال عندك ديال لخّوت?
walakin kan skhoun bzzaf,But it was too hot,والاكين كان سخون بزّاف
khouya kay8Der b jje8d,My brother speaks loudly,خويا كايهضر ب الجهد
wach katl3eb l baSket?,Do you play basketball?,واش كاتلعب ل باصكت?
ana chifour dyal Taxi,I'm a taxi driver,أنا شيفور ديال طاشي
wach Teyeb l 3cha?,Did he cook dinner?,واش طيب ل عشا?
wach kaychreb l 9e8wa,Does he drink coffee?,واش كايشرب ل قهوا
wach kay3ich f ffas?,Does he live in Fes?,واش كايعيش ف الفاس?
mou3ad kaytferrj f film,Mouad is watching a movie,موعاد كايتفرّج ف فيلم
l33ab malabesch l kask,The player is not wearing his helmet,لعّاب مالابسش ل كاسك
w9ef 3la sba3 rjli8,He stood on his tiptoes,وقف علا سباع رجليه
kay7ell l 9er3a bchwiyya,He opens the jar carefully,كايحلّ ل قرعا بشوييّا
kan kayyakoul o kay8Der,He was eating and talking,كان كايّاكول أُ كايهضر
wach kayl3eb l koura,Does he play football,واش كايلعب ل كورا
ghadi yjib lraSo 98wa,He will get himself a coffe,غادي يجيب لراصو قهوا
kay3ref y3zef l ppyano,He can play the piano,كايعرف يعزف ل الپيانو
ghadi ymchi l b7er,He is going to the beach,غادي يمشي ل بحر
kaychreb kas dyal lma,He drinks a glass of water,كايشرب كاس ديال لما
kayl3b m3a l 9TTa,He plays with the cat,كايلعب معا ل قطّا
kayt9dda mn l internet,He went shopping online,كايتقدّا من ل إنترنت
tferrej f brnamaj wata2i9i,He watched a documentory,تفرّج ف برناماج واتاإقي
mcha ytferrj f sketch,He went to a comedy show,مشا يتفرّج ف سكتش
kteb wa7ed 9aSida chi3riyya,He wrote a poetry,كتب واحد قاصيدا شيعرييّا
kaTTi7 chchta 3la berra,It's raining out side,كاطّيح الشتا علا برّا
3am f la ppisin,He swam in the pool,عام ف لا الپيسين
chte7 f l 3ers,He danced at the wedding,شتح ف ل عرس
jra f l maraTon,He run a marathon,جرا ف ل ماراطون
mcha ykheyym f jjbal,He went comping in the mountains,مشا يخيّم ف الجبال
dda wlado l ssinima,He took his kids to the cinema,الدا ولادو ل السينيما
9ra ktab f jjerda,He read a book in the park,قرا كتاب ف الجردا
kay3jbo ytmchcha f TTabi3a,He enjoys natural walks,كايعجبو يتمشّا ف الطابيعا
8ad derri weld chkoun?,Whose kid is this?,هاد درّي ولد شكون?
mat3eTTelch 3la l 7iSSa,Don't be late for the class,ماتعطّلش علا ل حيصّا
sir n3es f blaStek,Go and sleep on your bed,سير نعس ف بلاصتك
tsellef ktab mn lmktaba,He borrowed a book from the library,تسلّف كتاب من لمكتابا
magahdich ymchi l7tta blaSa,He is not going anywhere,ماڭاهديش يمشي لحتّا بلاصا
kayji lmDraSa b TTobis,He comes to school by bus,كايجي لمضراصا ب الطوبيس
matb9ach t8Der f l9iSm,Stop talking in the classroom,ماتبقاش تهضر ف لقيصم
kifach tjer2ti t9ol 8adchchi,How dare you say that?,كيفاش تجرءتي تقول هادشّي
bgha yl3eb m3a S7abou,He wants to play with his friends,بغا يلعب معا صحابو
9TTe3 che3rou o Dfarou,He cuts his hair and nails,قطّع شعرو أُ ضفارو
tTir gales fo9 lghoSn,The bird is sitting on the branch,تطير ڭالس فوق لغوصن
sedd m3ak lbab 3afak,close the door please,سدّ معاك لباب عافاك
fin 8owwa lktab dyali?,Where is my book?,فين هووّا لكتاب ديالي?
f 2a9rab wa9t moumkin,As soon as possible,ف أقراب واقت مومكين
chnou n9der ndir lik?,What can I do for you?,شنو نقدر ندير ليك?
ch7al 3ndek f ssa3a?,What's the time by your watch?,شحال عندك ف الساعا?
yakma khaSSak chi 7aja?,Do you need anything?,ياكما خاصّاك شي حاجا?
sttef lktouba b ttertib,Put the books in order,ستّف لكتوبا ب الترتيب
chokran 7it 3redti 3lina,Thank you for inviting us,شوكران حيت عردتي علينا
kay7es brasou 3yyan lyoum,He is feeling tired today,كايحس براسو عيّان ليوم
khaSSo ymchi bkri lyoum,He has to leave early today,خاصّو يمشي بكري ليوم
kay7es brasou bikhir lyoum,He feels much better,كايحس براسو بيخير ليوم
wach ghadi yji m3ana?,Is he joining us?,واش غادي يجي معانا?
3afak 9ol chi 7aja,Please say something,عافاك قول شي حاجا
8ad lkhdma mamnasbach li8,This work is not suiteble for him,هاد لخدما مامناسباش ليه
chi 7aja khra mazal?,Anything else?,شي حاجا خرا مازال?
wach ghadi tmchi ltma?,Will you go there?,واش غادي تمشي لتما?
dir dakchi li kan9ol,Do as I say,دير داكشي لي كانقول
8adi 2a9all 7aja ndir8a,It was the least I could do,هادي أقالّ حاجا نديرها
8owwa nnour dyal 7yati,He is the light of my life,هووّا النور ديال حياتي
8owwa koulchi bnnesba liyya,He is everything to me,هووّا كولشي بنّسبا لييّا
fih lmout d jjou3,He is starving,فيه لموت د الجوع
l7ayawanat kay3ichou f lghaba,Animals inhabit the forest,لحاياوانات كايعيشو ف لغابا
2asra3 7ayawan 8owwa lfa8d,The fastest animal is known as the cheetah,أسراع حاياوان هووّا لفاهد
lbegra kat3Tina l 7lib,Cow gives us milk,لبڭرا كاتعطينا ل حليب
"kay3Tiwna ll7em, nna9l,o rrof9a","They give us meat, transportation and companion","كايعطيونا اللحم, الناقل,و الروفقا"
machi b7al l7ayawanat lbarriya,unlike wild animals,ماشي بحال لحاياوانات لبارّييا
wach ghadi tchwi ddjaj,Are you going to roast the chicken?,واش غادي تشوي الدجاج
chrmel ssder dyal ddjaj,Marinade the chicken breasts,شرمل السدر ديال الدجاج
makay3jbouch jjna7 dyal ddjaj,He doesn't like the chicken wings,ماكايعجبوش الجناح ديال الدجاج
kayna ri7t ddjaj m9li,There is a smell of fried chicken,كاينا ريحت الدجاج مقلي
sayeb sondwich dyal ddjaj,He made a chicken sandwich,سايب سوندويش ديال الدجاج
jjmel kay3ich f SSe7ra,Camel lives in deserts,الجمل كايعيش ف الصحرا
jjmel 3ndo fem kbir,a camel has thick mouth,الجمل عندو فم كبير
kan mkhlou3 mn l7ench,He was frightened by the snake,كان مخلوع من لحنش
l3wdan kay3ichou f lkouri,Horses live in a stable,لعودان كايعيشو ف لكوري
l9niyya 3nd8a snan maDyin,Rabbit has sharp teeth,لقنييّا عندها سنان ماضيين
ja rakeb fo9 l7mar,He came riding on a donkey,جا راكب فوق لحمار
lghorilla 3nd8a jjb8a kbira,Gorilla has a massive forhead,لغوريلّا عندها الجبها كبيرا
dayer b7al chi t3leb,He is like a fox,داير بحال شي تعلب
8ad ddar khaS8a tteSbegh,This house need painting,هاد الدار خاصها التصبغ
sbegh ddar b lkhDer,He painted the house in green,سبغ الدار ب لخضر
sme3t blli ba3 Daro,I heared that he solde his house,سمعت بلّي باع ضارو
kay3ich f8ad DDar bou7dou,He lives in this house by himself,كايعيش فهاد الضار بوحدو
3afak tsnna 3la berra,Please wait out side,عافاك تسنّا علا برّا
mab9itch kanfkker nchri Dar,I've given up on the idea of buying a house,مابقيتش كانفكّر نشري ضار
sbegh lkouzina b SSfer,He painted the kitchen in yellow,سبغ لكوزينا ب الصفر
kaychreb l9e8wa f lbalkon,He is drinking coffe in the balcony,كايشرب لقهوا ف لبالكون
khlla TTomobil f lgaraj,He left the car in the garage,خلّا الطوموبيل ف لڭاراج
tTbla mSawba mn lkhcheb,The table is made of wood,تطبلا مصاوبا من لخشب
dwez n8ar kaml flb7er,He spent the entire day at the beach,دوز نهار كامل فلبحر
kay3jbni nchouf ghouroub chchams,I love watching sunsets,كايعجبني نشوف غوروب الشامس
kay3jbni SSouT dyal lmmaj,I love the waves sound,كايعجبني الصوط ديال لمّاج
darna m9abla m3a lb7er,Our house faces the beach,دارنا مقابلا معا لبحر
mcha 3am f lb7er,He went swiming at the beach,مشا عام ف لبحر
kanfeDDel lb7er 3la lappisin,I prefer the beach than the pool,كانفضّل لبحر علا لاپّيسين
lbare7 mchit l laSal,Yesterday I went to the gym,لبارح مشيت ل لاصال
wach msali ssebt jjay?,Are you available next Saturday?,واش مسالي السبت الجاي?
ana mchghoul jjm3a jjayya,I'm busy next Friday,أنا مشغول الجمعا الجايّا
ma3ndich m3a n8ar ttnin,I hate Mondays,ماعنديش معا نهار التنين
ana mSafer n8ar ttlat,I'm traveling on Tuesday,أنا مصافر نهار التلات
ghandir 3amaliyya n8ar lkhmis,I'm having an operation next Thursday,غاندير عامالييّا نهار لخميس
ghadi ntkherrej l3am jjay,I'm graduating next year,غادي نتخرّج لعام الجاي
3lach khrej mn lkhdma?,Why did he quit the job?,علاش خرج من لخدما?
wach lkhdma ktira 3lik?,Is the job too much for you?,واش لخدما كتيرا عليك?
ssrbay jab lina lmenu,The waiter brought us the menu,السرباي جاب لينا لمنو
makanchoufch raSi rabbat bayt,I don't see myself as a housewife,ماكانشوفش راصي رابّات بايت
8iyya 2akfas moughnniya 3rft8a,She is the worst singer I know,هييّا أكفاس موغنّييا عرفتها
8iyya 2a7san moughnniya 3ndi,She is my favorite singer,هييّا أحسان موغنّييا عندي
lml7a Daroriyya f TTyab,Salt is crucial for cooking,لملحا ضارورييّا ف الطياب
chnou 3endek 8ad l3chiyya?,What do you have this afternoon?,شنو عندك هاد لعشييّا?
tTyab 8owwa l8iwaya dyalo,Cooking is his hobby,تطياب هووّا لهيوايا ديالو
lippaT 9rib ykounou wajdin,The pasta is almost ready,ليپّاط قريب يكونو واجدين
ma3ndich m3a lmakla l7arra,I don't like spicy food,ماعنديش معا لماكلا لحارّا
8ad tffa7a 7amDa nit,This apple is really sour,هاد تفّاحا حامضا نيت
ddisir kan 7ameD bzzaf,The fruit was too sour,الديسير كان حامض بزّاف
sskhouniya rDDat l7lib 7ameD,The heat turned the milk sour,السخونييا رضّات لحليب حامض
lmakla lmal7a katjib l3Tech,Salty food makes one thirsty,لماكلا لمالحا كاتجيب لعطش
3ndou bernamaj dyal TTabkh,He has a cooking show,عندو برناماج ديال الطابخ
twe77echt Tyab dyal mama,I miss my mom's cooking,توحّشت طياب ديال ماما
8owwa 3awn mama8 fTTyab,He aided his mom in cooking,هووّا عاون ماماه فطّياب
khti kaTTeyeb f lkouzina,My sister is cooking in the kitchen,ختي كاطّيب ف لكوزينا
ma3ndich 8timam b TTyab,I don't have much interest in cooking,ماعنديش هتيمام ب الطياب
tTyab kayyakhod lwe9t bzzaf,Cooking takes too much time,تطياب كايّاخود لوقت بزّاف
khaSni nmchi nTeyyeb l3cha,I have to go and cook dinner,خاصني نمشي نطيّب لعشا
kas dyal l7lib bared,A cup of cold milk,كاس ديال لحليب بارد
kas dyal l7lib skhoun,A cup of hot milk,كاس ديال لحليب سخون
kat3jbni krwaSSa 3la lkhoubz,I prefer croisant than bread,كاتعجبني كرواصّا علا لخوبز
kannakhoud ghir Danoun fl3cha,I only have yougurt at dinner,كانّاخود غير ضانون فلعشا
dert kika dyal chchklaT ,I made a chocolate cake,درت كيكا ديال الشكلاط
sawwebt kika dyal chchklaT,I made a chocolate cake,ساوّبت كيكا ديال الشكلاط
fiyya lmout dyal jjou3,I'm starving,فييّا لموت ديال الجوع
wach n9der ntghdda 8na?,Can I eat my lunch here?,واش نقدر نتغدّا هنا?
kber f3a2ila labas 3li8a,He grew up in a healthy family,كبر فعاإلا لاباس عليها
wach man3estich mzyan lbare7?,Haven't you slept well yesterday?,واش مانعستيش مزيان لبارح?
wj8ou kan mazal Sfer,His face was still pale,وجهو كان مازال صفر
ghTTa wj8ou w bka,He covered his face and wept,غطّا وجهو و بكا
awwel merra nSbegh ch3ri,First time on hair coloring,أوّل مرّا نصبغ شعري
sbegh ch3ro b lgri,He dyed his hair grey,سبغ شعرو ب لڭري
9Te3 ch3ero te9Ti3a jdida,he got a new haircut,قطع شعرو تقطيعا جديدا
kay3jbni chchkel dyal wj8ou,I like his face shape,كايعجبني الشكل ديال وجهو
makay3jbouch nifou hit m9ewweS,He doesn't like his hooked nose,ماكايعجبوش نيفو هيت مقوّص
