darija,eng,darija_ar
bghit n8ajer,I want to immigrate,بغيت نهاجر
matkonch balid,don't be stupid,ماتكونش باليد
malk balid?,why are you stupid?,مالك باليد?
ljamal ni3ma,beauty is a bless,لجامال نيعما
sSe77a ni3ma,health is a bless,سصحّا نيعما
3ndi jtima3,I have a meeting,عندي جتيماع
l2ijtima3 ttelgha,the meeting has been cancelled,لإجتيماع التلغا
ra7imaka lla8,bless you,راحيماكا اللاه
lla8 kbir,God is the greatest,اللاه كبير
lla8 m3aya,God is with me,اللاه معايا
fkker f8adchi,think about this,فكّر فهادشي
rbe7t fl2akhir,I won at the end,ربحت فلأخير
ghanl9i kalima,I will give a speech,غانلقي كاليما
ana mTelle9,I'm divorced,أنا مطلّق
bghit nTTelle9,I want to get divorced,بغيت نطّلّق
lwer9a biDa,the paper is white,لورقا بيضا
ina wer9a?,which paper?,إنا ورقا?
jiti fwe9tek,you came in time,جيتي فوقتك
kaySelli flwe9t,he prays on time,كايصلّي فلوقت
kayd3i m3aya,he prays for me,كايدعي معايا
d3i m3aya,pray for me,دعي معايا
bini wbink,between us,بيني وبينك
t7emmel mes2ouliyytek,bear your responsibility,تحمّل مسأولييّتك
kant7emmel lmes2ouliyya,I bear the responsibility,كانتحمّل لمسأولييّا
7tal ghdda,until tomorrow,حتال غدّا
khdeem 3e9lek,use your brain,خديم عقلك
kanwejjed li8,I prepare for it,كانوجّد ليه
tSennet l9elbek,listen to your heart,تصنّت لقلبك
kan3re9 bezzaf,I sweat a lot,كانعرق بزّاف
kan9li bTaTa,I fry potatoes,كانقلي بطاطا
ktterti lbzar,you added too much pepper,كتّرتي لبزار
khti SSghira,my little sister,ختي الصغيرا
khoya SSghir,my little brother,خويا الصغير
bghit njerreb,I want to try,بغيت نجرّب
kheSSni njerreb,I have to try,خصّني نجرّب
kiderti li8a?,how did you do it?,كيدرتي ليها?
7lib lma3ez,goat's milk,حليب لماعز
makayti9ch fraso,he doesn't believe in himself,ماكايتيقش فراسو
achno ghatlbes?,what are you going to wear?,أشنو غاتلبس?
ana maghankemmelch,I will not finish,أنا ماغانكمّلش
howwa makaybghinich,he doesn't love me,هووّا ماكايبغينيش
7aja bSiTa,a simple thing,حاجا بصيطا
man9derch nkhonek,I can't cheat on you,مانقدرش نخونك
ma3emmri nkhonek,I will never cheat on you,ماعمّري نخونك
kay3awed kollchi,he tells everything,كايعاود كولّشي
wakhkha 8akkak,even though,واخّا هاكّاك
twwelti bezzaf,you took too much time,توّلتي بزّاف
kayftakher braso,he feels proud about himself,كايفتاخر براسو
3ala9a samma,toxic relationship,عالاقا سامّا
majach 9eddi,it didn't fit me,ماجاش قدّي
majach m3aya,it didn't suit me,ماجاش معايا
makayjich m3aya,it doesn't suit me,ماكايجيش معايا
machi monasib,it's not convenient,ماشي موناسيب
kansejjel odyo,I'm recording an audio,كانسجّل أُديو
kteb so2alek,write your question,كتب سوألك
ma3ndich l9odra,I don't have the ability,ماعنديش لقودرا
ma3ndich ljor2a,I don't have the courage,ماعنديش لجورأ
bidoun i7sas,without feeling,بيدون إحساس
cheftek tmmak,I saw you there,شفتك تمّاك
mostawa na9eS,low level,موستاوا ناقص
yallah8 lbidaya,it's still the beginning,يالّاهه لبيدايا
maysta8lch 8adchchi,he doesn't deserve this,مايستاهلش هادشّي
ysta8el 8adchchi,he deserves this,يستاهل هادشّي
yste8el ma7sen,he deserves better,يستهل ماحسن
l7obb s3ib,love is difficult,لحوبّ سعيب
l7obb zwin,love is beautiful,لحوبّ زوين
l7obb mo9addas,love is sacred,لحوبّ موقادّاس
makan2amench bl7obb,I don't believe in love,ماكانأمنش بلحوبّ
3lach makatbghi8ch?,why you don't love him?,علاش ماكاتبغيهش?
3Ti8 forSa,give him a chance,عطيه فورصا
8adchchi lik,this is for you,هادشّي ليك
awwel simana,first week,أوّل سيمانا
awwel ch8er,first month,أوّل شهر
awwel 3am,first year,أوّل عام
awwel n8ar,first day,أوّل نهار
8adchi 9dim,this is old,هادشي قديم
bghi rasek,love yourself,بغي راسك
zedti 9ferti8a,you made it worse,زدتي قفرتيها
howwa 3ma,he is blind,هووّا عما
kif dayer?,How are you?,كيف داير?
chno smitek?,What is your name?,شنو سميتك?
f 3mri...,I'm...old,ف عمري...
fin katsken?,Where do you live?,فين كاتسكن?
chno khdemtek? ,What's your job?,شنو خدمتك?
kteb bchcwiyya,write slowly,كتب بشكوييّا
3Tini mital,Give me an example?,عطيني ميتال
kandir ssiba7a,I do swimming,كاندير السيباحا
o nta?,What about you?,أُ نتا?
ana bbou7di,I'm a unique child,أنا البوحدي
ma3ndich khkhouti,I don't have sibllings,ماعنديش الخوتي
kan9ra ktouba ,I read books,كانقرا كتوبا
a8 mchit,Yes I went,أه مشيت
3jbni TTaSmim,I loved the design,عجبني الطاصميم
ana boulisi,I am a police officer,أنا بوليسي
khti Tbiba,My sister is a docter,ختي طبيبا
ana Tbbakh,I'm a chef,أنا طبّاخ
kay8Dro bzzaf,They talk too much,كايهضرو بزّاف
7na mSafrin,We are traveling,حنا مصافرين
ferre7ni lyouma,He made me happy today,فرّحني ليوما
8owwa na3es,He is sleeping,هووّا ناعس
kaytsenna ttran,He is waiting for the train,كايتسنّا التران
makaysme3ch liyya,He doesn't listen to me,ماكايسمعش لييّا
makay8Derch m3ya,He doesn't talk to me,ماكايهضرش معيا
8owwa mriD,He is sick,هووّا مريض
ma3ndouch ddrari,He doesn't have children,ماعندوش الدراري
kay8Der bzzerba,He talks very fast,كايهضر بزّربا
mcha kaySeyyed,He went fishing,مشا كايصيّد
m3gaz bzzaf,He is very lazy,معڭاز بزّاف
makay9oulch l7a9i9a,he isn' telling the truth,ماكايقولش لحاقيقا
kay9ra ktab,He is reading a book,كايقرا كتاب
kat3jbo lppidza,He likes pizza,كاتعجبو لپّيدزا
ghadi lddar,He is going home,غادي لدّار
kayghni oghniyya,He is singing a song,كايغني أُغنييّا
kaykteb risala,He is writing a letter,كايكتب ريسالا
mcha yt9dda ,He went shopping,مشا يتقدّا
kaysme3 lmouSi9a ,He is lisening to music,كايسمع لموصيقا
n3es mzyan,He slept well,نعس مزيان
khrej ytmchcha ,He went for a walk,خرج يتمشّا
kayn99i bitou,He is cleaning his room,كاينقّي بيتو
kayyakol sondwitch,He is eating a sandwich,كايّاكول سوندويتش
ched Taxi,He takes a Taxi,شد طاشي
kaykteb 9iSSa,He writes a story,كايكتب قيصّا
sle7 TTomobil,He fixed the car,سلح الطوموبيل
dar chewwaya,He had a barbecue,دار شوّايا
kannakol kokiz,I eat cookies,كانّاكول كوكيز
8owwa fer7an,He is happy,هووّا فرحان
8owwa Twil,He is tall,هووّا طويل
8owwa 9Sir,He is short,هووّا قصير
8owwa R9i9,He is skinny,هووّا رقيق
kayjri bzzerba,He runs fast,كايجري بزّربا
3ndo tomobil,He has a car,عندو توموبيل
kaybghi y9ra,He loves to read,كايبغي يقرا
teyyeb l3cha,He cooked dinner,تيّب لعشا
khmmel bitou,He cleaned his room,خمّل بيتو
8a8owwa 8na,He is here,هاهووّا هنا
8owwa mousi9i,He is a musicien,هووّا موسيقي
kay3jbo ySeyyed,He enjoys fishing,كايعجبو يصيّد
m7taj rra7a,He needs a break,محتاج الراحا
kay3awen nnas,He helps other,كايعاون الناس
kayyakoul bzzerba,He eats quickly,كايّاكول بزّربا
ghsel yddik,Wash your hands,غسل يدّيك
chno wa9e3?,What is going on?,شنو واقع?
chouf ssma,Look at the sky,شوف السما
sedd lmaryo,Close the wardrobe,سدّ لماريو
fin Sa7bek?,Where is your friend?,فين صاحبك?
machi bSSe7,It is not true,ماشي بصّح
l9amar kaylme3,The moon is shining,لقامار كايلمع
t9der TTi7,You may fall,تقدر الطيح
khaSSek t8edden,You have to be calm down,خاصّك تهدّن
maddirch SSDa3,Don't make noise,مادّيرش الصضاع
mse7 Sbboura,Clean the blackboard,مسح صبّورا
3ndek SSe7,You are right,عندك الصح
chnou mberzTek?,What i troubling you?,شنو مبرزطك?
9erreb liyya,Come closer to me,قرّب لييّا
kmmel fTorek,Complete your breakfast,كمّل فطورك
ma9derch yf8em,He can not understand,ماقدرش يفهم
l9aDiyya bayna,The matter is clear,لقاضييّا باينا
chnou 9al?,What did he say?,شنو قال?
bch7al katbi3o?,How much do you sell it?,بشحال كاتبيعو?
kantmnna yf8em,I hop he understands,كانتمنّا يفهم
makay3refch ykdeb,He doesn't know telling a lie,ماكايعرفش يكدب
chouf chouf,Watch out !,شوف شوف
kayban mtwetter,He looks nervous,كايبان متوتّر
kayban m3SSeb,He looks angry,كايبان معصّب
chnou mouchkiltek?,What is your problem?,شنو موشكيلتك?
lli bghiti,It's uo to you,اللي بغيتي
wach jay?,Are you coming?,واش جاي?
malou m9elle9?,Why is he up set?,مالو مقلّق?
n8arek mbrouk,Good day to you,نهارك مبروك
aji m3aya,Come with me,أجي معايا
tTebla 9Sira?,the table is short,تطبلا قصيرا?
mnin nta?,Where are you from?,منين نتا?
wach kayd7ek?,Is he kidding?,واش كايدحك?
sme7 liyya,I'm sorry,سمح لييّا
koulchi dyalek,It's all yours,كولشي ديالك
ma3ndouch lflous,He had no money,ماعندوش لفلوس
lla mabgha8ch,No he doesn't want it,اللا مابغاهش
dghya! bzzerba!,Hurry up!,دغيا! بزّربا!
3lach t3eTTel?,Why is he late?,علاش تعطّل?
wach f8emti?,Did you get it?,واش فهمتي?
ma9dertch nteyye9,I can't believe it,ماقدرتش نتيّق
kan 3arf,He knew it,كان عارف
wach saliti?,Are you done?,واش ساليتي?
ma3ndich lwe9t,I don't have time,ماعنديش لوقت
msa lkhir!,Good afternoon!,مسا لخير!
dayer rijim,He is on a diet,داير ريجيم
ch7al kaytsalek?,How much does he owe you?,شحال كايتسالك?
n8Dro ghedda,Talk to you tomorrow,نهضرو غدّا
ana kan3tader,I apologize,أنا كانعتادر
kidayer ljeww?,What's the weather like?,كيداير لجوّ?
ghadi bsor3a,He is going too fast,غادي بسورعا
btabi3t l7al,Of course,بتابيعت لحال
t3edda 3liyya,He abused me,تعدّا علييّا
mnin khditi8?,Where did you get it?,منين خديتيه?
sir bchwiyya,Walk carefully,سير بشوييّا
ja lwe9t,The time has come,جا لوقت
wach mt2ekked?,Are you sure?,واش متءكّد?
sme7li 9ate3tek,I'm sorry to intrupt you,سمحلي قاتعتك
matb9ach tbki,Stop crying,ماتبقاش تبكي
chnou ljadid,What's new?,شنو لجاديد
ma3ndi man9ol,Can't complain,ماعندي مانقول
kan mchghoul,He has been busy,كان مشغول
mazal mawajedch,He is not ready yet,مازال ماواجدش
ghadi ykhlleS,He will pay,غادي يخلّص
ghadi yakhdou,He will take it,غادي ياخدو
mabghach yberzTek,He doesn't want to bother you,مابغاش يبرزطك
machi mouchkil,No problem,ماشي موشكيل
8owwa mTelle9,He is divorced,هووّا مطلّق
fi8 l3Tech,He is thirsty,فيه لعطش
8owwa briTani,He is an american,هووّا بريطاني
kayDerro raSou,He has a headache,كايضرّو راصو
ghir nsa,Forget it,غير نسا
te7ti fbali,You crossed my mind,تحتي فبالي
jibou m3ak!,Bring it!,جيبو معاك!
kaychreb lma,He is drinking water,كايشرب لما
ch3el DDo,Turn on the light,شعل الضو
7ayawanat 2alifa,Domestic animals,حاياوانات أليفا
lkelb wafiyy,The dog is loyal,لكلب وافييّ
9tel l7ench,He killed the snake,قتل لحنش
khle3ni ddib,The wolf scared me,خلعني الديب
lbab me9foul,The door is locked,لباب مقفول
fina8owwa lmaryou,Where is the cupboard,فيناهووّا لماريو
fina8owwa lpplakar,Where is the cupboard,فيناهووّا لپّلاكار
khaSSa8 mkhedda,He needs a pillow,خاصّاه مخدّا
khasa8 manTa,He needs a blanket,خاساه مانطا
3ndo lakav,He has a basement,عندو لاكاڤ
lavabo mmoussekh,The sink is dirty,لاڤابو الموسّخ
lburou mrewwen,The desk is messy,لبورو مروّن
ttelfaza khasra,The television is not working,التلفازا خاسرا
ttelfaza makhddamach,The television is not working,التلفازا ماخدّاماش
ttilifoun kaySouni,The phone is ringing,التيليفون كايصوني
ttriyya zwina,It's a beautiful chandelier,الترييّا زوينا
ttllaja khawya,The fridge is empty,التلّاجا خاويا
lmraya m8errsa,The mirror is broken,لمرايا مهرّسا
maghselch lmma3en,He didn't do the dishes,ماغسلش لمّاعن
maSebbench l7wayj,He didn't do the laundry,ماصبّنش لحوايج
mcha lb7er,He went to the beach,مشا لبحر
ssimana jjayya,next week,السيمانا الجايّا
kanbghi khdemti,I love my job,كانبغي خدمتي
mal9ach khdma,He can't find a job,مالقاش خدما
ana mou7ami,I'am a lawyer,أنا موحامي
8owwa mouterjim,He is a translator,هووّا موترجيم
bba8a trisyan,Her father is an electrician,الباها تريسيان
ana Sa7afi,I'm a journalsit,أنا صاحافي
kanbghi nTeyyB,I love to cook,كانبغي نطيّب
wejjed laSoS,Prepare the sauce,وجّد لاصوص
makay3jbekch Tyabi,You don't like my cooking,ماكايعجبكش طيابي
sSobba 7maDet,The soup has gone sour,سصوبّا حماضت
twe77echt Tyab8A,I miss her cooking,توحّشت طيابها
wach tghedditi?,Did you have lunch?,واش تغدّيتي?
tgheddit bzzerba,I quickly ate lunch,تغدّيت بزّربا
yalla8 tghddit,I have have just eaten lunch,يالّاه تغدّيت
wach tghedditi?,Have you eaten lunch?,واش تغدّيتي?
wach 39elti?,Did you remember?,واش عقلتي?
sir ten3es,Go to sleep,سير تنعس
7bes dde7k,Stop laughing,حبس الدحك
ana m3ak,I'm with you,أنا معاك
ch3ro byeD,He has white hair,شعرو بيض
8owwa ch8eb,he is blonde,هووّا شهب
8owwa z3er,he is blonde,هووّا زعر
8owwa 9re3,He is bald,هووّا قرع
dfer ch3ero,he braided his hair,دفر شعرو
3iniyya mDewrin,My eyes are round,عينييّا مضورين
7jbani ghlaD,My eyebrows are thick,حجباني غلاض
che3ri de8bi,My hair is golden,شعري دهبي
8owwa zwin ,He is handsome,هووّا زوين
8wwa bogos,He is handsome,هوّا بوڭوس
katbani fenna,You look gorgeous,كاتباني فنّا
katbani wa3ra,You look amazing,كاتباني واعرا
kan 7fyan,He had bare feet,كان حفيان
3awenni !,Give me a hand!,عاونّي !
7eyyed SbbaTo,He took his shoes off,حيّد صبّاطو
7eyyed t9achrou ,He took his socks off,حيّد تقاشرو
t9achri t9eTT3o,My socks snagged,تقاشري تقطّعو
bddel t9achrek,Change your socks,بدّل تقاشرك
chemm t9achrou,He sniffed his socks,شمّ تقاشرو
tt9acher mmouskhin,The socks stink,التقاشر الموسخين
kheSSni SemTa,I need a belt,خصّني صمطا
7eyyed Terbouchek,Take your hat off,حيّد طربوشك
khdat Terbouch8a,She picked up her hat,خدات طربوشها
ched chchal,Hold on to the scarf,شد الشال
7eyyed lligat,He took off the gloves,حيّد الليڭات
liboT mgheyysin,Muddy boots,ليبوط مغيّسين
l9ebbiyat mouri7in,Hoodies are comfortable,لقبّييات موريحين
7wayej rasmiyyin,Formal wear,حوايج راسمييّين
malabis dakhiliyya,Underwears,مالابيس داخيلييّا
kheSSni burou,I need a desk,خصّني بورو
rebb3at yeddi8a,She folded her hands,ربّعات يدّيها
kheSSni m9eSS,I need a scissor,خصّني مقصّ
lgraffouz dyalo,The stapler belongs to him,لڭرافّوز ديالو
kheSSni kalkulatris,I need a calculator,خصّني كالكولاتريس
dir llSa9,Apply the glue,دير اللصاق
kheSSni lSa9,I need a glue,خصّني لصاق
3ndi klassour,I have a binder,عندي كلاسّور
machi mouchkil,No worries,ماشي موشكيل
ana tsizit,I'm broke,أنا تسيزيت
me7taj minjara,I need a pencil sharper,محتاج مينجارا
d3i m3ya,Wish me luck,دعي معيا
nta dki,You are smart,نتا دكي
nta mkellekh,You are dumb,نتا مكلّخ
tarikh l2isti3mar,History of colonialism,تاريخ لإستيعمار
lyouma tarikhi,Today is history,ليوما تاريخي
tarikh lbachariyya,Human history,تاريخ لباشارييّا
tarikh lkanisa,The history of the church,تاريخ لكانيسا
3ers malaki,Royal wedding,عرس مالاكي
cha8r l3asal,Honey moon,شاهر لعاسال
makat3jebnich 2oroppa ,I don't like Europe,ماكاتعجبنيش أروپّا
2oroppa 9arra,Europe is a continent,أروپّا قارّا
"2ifri9ya, yak?","Africa, right?","إفريقيا, ياك?"
2ifri9ya katzda8er,Africa is booming,إفريقيا كاتزداهر
lba7r l2a7mar,the red sea,لباحر لأحمار
3emmi mSafer,My uncle is traveling,عمّي مصافر
ana mouslim,I am a muslim,أنا موسليم
ana masi7i,I am a christian,أنا ماسيحي
ana ya8oudi,I am a jewish,أنا ياهودي
ana moul7id,I am an atheist,أنا مولحيد
khellini nkemmel,Let me finish,خلّيني نكمّل
mazal masalit,I haven't finish yet,مازال ماساليت
fiyya l3Tech,I am thirsty,فييّا لعطش
ghir dewwez8a,Let it slide,غير دوّزها
kheSSna ntfar9o,I think we should split up,خصّنا نتفارقو
ssma katne99eT,It's spitting,السما كاتنقّط
chchta kaTTi7,It's raining,الشتا كاطّيح
fzegt bchchta,I got soaking wet,فزڭت بشّتا
malek fDouli?,Why are you so nosy?,مالك فضولي?
ana tjemmedt,I am freezing,أنا تجمّدت
khellini bbou7di,leave me alone,خلّيني البوحدي
be33ed menni,Get away,بعّد منّي
3Tini ttisa3,Get away,عطيني التيساع
3Tini tti9ar,Get away,عطيني التيقار
maddirch fbalek,Never mind,مادّيرش فبالك
maw9e3 walo,No harm done,ماوقع والو
machi choughlek,It's none of your business,ماشي شوغلك
matkounch fDouli,Don't be so nosy,ماتكونش فضولي
yalla8 nbdaw,Let's get the ball rolling,يالّاه نبداو
sSouT Tafi,You are on mute,سصوط طافي
raSo 9ase7 ,He is a stubborn person,راصو قاسح
khllef dghya,Shake a leg,خلّف دغيا
serbi serbi,Chop chop,سربي سربي
ana tetkhemt,I am stuffed,أنا تتخمت
lbanan k7el,the bananas are black,لبانان كحل
baraka 3liyya,I've had enough,باراكا علييّا
madert8ach bel3ani,By mistake,مادرتهاش بلعاني
mzyana fik,It serves you right,مزيانا فيك
ghezza fik,It serves you right,غزّا فيك
nta ze9ram,You are stingy,نتا زقرام
7tarem raSek,Behave yourself,حتارم راصك
jme3 femmek,Watch your mouth,جمع فمّك
jme3 raSek,Carry yourself,جمع راصك
sedd femmek,Button your lips,سدّ فمّك
kanmout blkhel3a,I am scared to death,كانموت بلخلعا
jini nichan,Get straight to the point,جيني نيشان
jini goud,Get straight to the point,جيني ڭود
7rirti 7rira,I am in a soup,حريرتي حريرا
9edder raSek ,Appreciate yourself,قدّر راصك
sSouT kayt9eTTe3,You are breaking up,سصوط كايتقطّع
ana me7tar,I am in two minds,أنا محتار
machi choghli,None of my business,ماشي شوغلي
machi So9i,None of my business,ماشي صوقي
t8ella fraSek,Take care of yourself,تهلّا فراصك
fechchech raSek ,Treat yourself,فشّش راصك
matf8emnich ghalaT,Don't get me wrong,ماتفهمنيش غالاط
kay3jebni llouz,I like allmonds,كايعجبني اللوز
ka3jebni zzbib,I like raisins,كاعجبني الزبيب
l7is lkappa,Boot-licking,لحيس لكاپّا
3endi l7boub,I have pimples,عندي لحبوب
kay3jebni nnemch,I like freckles,كايعجبني النمش
3endi tew7ima,I have a birthmark,عندي توحيما
fiyya ttaja3id,I have wrinkles,فييّا التاجاعيد
bghit lo3ba,I want a toy,بغيت لوعبا
ghir kand7ek,Just kidding,غير كاندحك
3Tes bjje8d,He let out a loud sneeze,عطس بجّهد
kay3TeS bzzaf,He sneezes a lot,كايعطص بزّاف
8owwa tfewwe8,He yawned,هووّا تفوّه
7awel matfewwe8ch,Try not to yawn,حاول ماتفوّهش
dir je8dek,Do your best,دير جهدك
jebti8a laS9a,You hit the spot,جبتيها لاصقا
ghir bchwiyya,No rush,غير بشوييّا
ttalta tabta,Third time pays for all,التالتا تابتا
makentch kannemmem,I wasn't gossiping,ماكنتش كانّمّم
l9mer moSiba,Gambling is a curse,لقمر موصيبا
baraka mat9emmer,Stop gambling,باراكا ماتقمّر
kay9emmer 3awtani,He is gambling again,كايقمّر عاوتاني
ma3emrek tstaslem,Never give up,ماعمرك تستاسلم
lli mnasbek,Suit yourself,اللي مناسبك
daba tzyan,Things will get better,دابا تزيان
khlli8a binatna,Keep it a secrect,خلّيها بيناتنا
matgoul walou,Don't spill the beans,ماتڭول والو
ana tghlebt,I am beat,أنا تغلبت
ana tsalit,I am spent,أنا تساليت
ana T9adit,I am spent,أنا طقاديت
kanmdegh lmeska,I chew gum,كانمدغ لمسكا
matensach temdegh,Don't forget to chew,ماتنساش تمدغ
khda kridi,He took out a loan,خدا كريدي
khda 9erD,He took out a loan*,خدا قرض
tberre3t bddem,I donated blood,تبرّعت بدّم
makhellSch ddin ,He didn't pay the debt,ماخلّصش الدين
wret terwa,he inherited a fortune,ورت تروا
ma3ndi mandir,I can't help it,ماعندي ماندير
kan7ma9 3lik,I am crazy about you,كانحماق عليك
nta katkemelni,You complete me,نتا كاتكملني
lach katlemme7?,What are you implying?,لاش كاتلمّح?
bddel lmawDo3,"Drop,the subject",بدّل لماوضوع
kansm3 lik,I'm all ears,كانسمع ليك
7tta ana,Same here,حتّا أنا
8owwa 2armal,He is a widower,هووّا أرمال
8owwa yatim,He is an orphan,هووّا ياتيم
makannakolch l7ameD,I don't eat lemons,ماكانّاكولش لحامض
nta malak,You are an angel,نتا مالاك
n9edti 7yati,You saved my life,نقدتي حياتي
ana 2imam,I am an Imam,أنا إمام
ana 9issis,I am a priest,أنا قيسّيس
wlla boudi,He became a Buddhist,ولّا بودي
8adi moufaja2a,It's a surprise,هادي موفاجاأ
wSlatou 8adiyya,He recieved a gift,وصلاتو هادييّا
ja8 kado,He recieved a gift,جاه كادو
nta kloun,You are a clown,نتا كلون
8ada t9lid,It's a tradition,هادا تقليد
lwe9t kayTir,Time flies,لوقت كايطير
moSiba ke7la,A perfect storm,موصيبا كحلا
zad ke77el8a,Add insult to injury,زاد كحّلها
8adchchi sa8el,It's a piece of cake,هادشّي ساهل
merra fch7al,Once in a blue moon,مرّا فشحال
lkora 3endek,The ball is in your court,لكورا عندك
tta7addi me9boul,Challenge accepted,التاحادّي مقبول
ljew zwin ,The weather is lovely,لجو زوين
chkoun b7alk,you are lucky,شكون بحالك
bghit n3ref,I would like to know,بغيت نعرف
3Tini 9tira7,Give me an advice,عطيني قتيراح
ma3emmerni sre9t,I've never stolen,ماعمّرني سرقت
ma3ndou me3na,Nonsense,ماعندو معنا
kan m3ebbes,He was wearing a frown,كان معبّس
8ezz 7jbanou,He raised his eyebrows,هزّ حجبانو
we9t nn3as,Time for bed,وقت النعاس
nsit tamaman,I'm completely forgotten,نسيت تامامان
wejjed rasek,Get ready,وجّد راسك
lbab kbir,the dood is big,لباب كبير
bra dghya,Get well soon,برا دغيا
l2ikhtiyyar dyalk,The choice is yours,لإختييّار ديالك
l9arar dyalk,It's your decision,لقارار ديالك
chekhSiyyan kanDen...,I personally think...,شخصييّان كانضن...
makantwe99e3ch yreb7ou,I don't expect they'll win,ماكانتوقّعش يربحو
kidayra mratek?,How is your wife?,كيدايرا مراتك?
man9derch ngoul,I really can't say,مانقدرش نڭول
makay2etterch 3liya,It doesn't affect me,ماكايءتّرش علييا
lmakla wa3ra,The food is wonderful,لماكلا واعرا
makayn mayddar,There is nothing to do,ماكاين مايدّار
ghatkoun bikhir,You'll be fine,غاتكون بيخير
deghya kber,he grew up fast,دغيا كبر
akid lla,Absolutely not,أكيد اللا
ma3mmerni nnsa,I will never forget,ماعمّرني النسا
bslama daba,Bye for now,بسلاما دابا
ntchawfou 9rib,See you soon,نتشاوفو قريب
fkelma we7da,In a word,فكلما وحدا
ana teb8eDt,I'm very impressed,أنا تبهضت
neS l7a9i9a,A half-truth,نص لحاقيقا
yak labas?,What's up?,ياك لاباس?
ba9i Sghir,he is still a child,باقي صغير
3refti chnou?,You know what?,عرفتي شنو?
8a8owwa bda,It's starting,هاهووّا بدا
fina8owwa TTelekomond,"Where is the remote,",فيناهووّا الطلكوموند
8adi 2i3ada,It's a repeat,هادي إعادا
wach katferrej?,Are you watching?,واش كاتفرّج?
te7t SSifr,It's bellow zero,تحت الصيفر
khllini nchouf,let me see,خلّيني نشوف
waje8 lwa9i3,Face the music,واجه لواقيع
ana mriD,I am under the weather,أنا مريض
kent mchghoul,I was busy,كنت مشغول
b7al lbar7,Same as yesterday,بحال لبارح
kanttsalek we7da,I owe you one,كانتّسالك وحدا
sme7t lik,I forgive you,سمحت ليك
o nta?,and you?,أُ نتا?
makaynch 8na,He is not here,ماكاينش هنا
kent kantsa2el,I was wondering,كنت كانتساءل
iwa Safi,Whatever,إوا صافي
machi bDDaroura,Not necessarily,ماشي بضّارورا
mbrouk 3lik,Congratulations,مبروك عليك
mskin nta,Poor you,مسكين نتا
fin kheddam?,Where do you work?,فين خدّام?
ana mamriDch,I'm not sick,أنا مامريضش
ana mt9a3ed,I'm retired,أنا متقاعد
chwiya bchwiya,Little by little,شوييا بشوييا
3Tini wednik,listen to me,عطيني ودنيك
de99a de99a,Step by step,دقّا دقّا
8adi ze3loula,it's a swing,هادي زعلولا
kheSSni nt9ebbel,I have to admit it,خصّني نتقبّل
dert khaTa2,I have made a mistake,درت خاطاء
kifach kat7ess,How are you feeling?,كيفاش كاتحسّ
3eSSeb8a bzzaf,He made her very angry,عصّبها بزّاف
chrit ppikala,I bought a bike,شريت الپيكالا
3ejbatni lppikala ,I liked the bike,عجباتني لپّيكالا
lppikala Sghira,the bike is small,لپّيكالا صغيرا
kant3aTef m3ak,I sympathize with you,كانتعاطف معاك
khellini n3awnek,let me help you,خلّيني نعاونك
maf8emtch 3lach?,I don't understand why?,مافهمتش علاش?
 ssebt mzyan,Saturday is fine,السبت مزيان
man9derch nji,I can't come,مانقدرش نجي
sme7li 9aTe3tek ,Excuse me for interrupting you,سمحلي قاطعتك
9bel matkemmel,Before you move on,قبل ماتكمّل
kent meSdoum,I was shocked,كنت مصدوم
ma3mmerni twe99e3t8a,I've never guessed,ماعمّرني توقّعتها
kantkhle3 dghya,I get scared very easily,كانتخلع دغيا
9bel matbda,Before you begin,قبل ماتبدا
ghsel snank,brush your teeth,غسل سنانك
sir dewwech,Go take a shower,سير دوّش
f nni8aya,In the end,ف النيهايا
ghir 3lemni,Just let me know,غير علمني
sber m3aya,be patient with me,سبر معايا
mamnou3 tekmi,It's forbidden to smoke,مامنوع تكمي
wekkel l7ayawanat,Feed the animals,وكّل لحاياوانات
mat3oumch 8na,Don't swim here,ماتعومش هنا
chrit khatem,I bought a ring,شريت خاتم
chnou kat9SeD?,What do you mean?,شنو كاتقصض?
wach f8emti?,Got it?,واش فهمتي?
mamtebbe3ch m3ak,I don't follow you,مامتبّعش معاك
tTomobilat ktar,the cars are many,تطوموبيلات كتار
khellini nchre7,Let me explain,خلّيني نشرح
kantmnna nchoufk,I hope to see you,كانتمنّا نشوفك
kikat7ess lyoum?,How are you feeling today?,كيكاتحسّ ليوم?
kaDDerni lme3da,I have a stomch ache,كاضّرني لمعدا
rasi kayDor,My head is spinning,راسي كايضور
fiyya ddoukha,I'm dizzy,فييّا الدوخا
ma9aderch ntneffes,I have difficulty breathing,ماقادرش نتنفّس
makan3esch mzyan,I am not sleeping very well,ماكانعسش مزيان
maklit walo,I didn't eat anything,ماكليت والو
rri7la tlghat,The flight was canceled,الريحلا تلغات
jraw 3li8,He was fired,جراو عليه
maDDeyye3ch we9tek,Don't waste your time,ماضّيّعش وقتك
kan9der n9ra,I can read,كانقدر نقرا
kan9der nkteb,I can write,كانقدر نكتب
kan9der n8Der,i can speak,كانقدر نهضر
cheft sbe3,I saw a lion,شفت سبع
tfi ttelfaza,Turn off the TV,تفي التلفازا
ma3ndich chek,I have no doubt,ماعنديش شك
mazal ma3reftch,I don't know yet,مازال ماعرفتش
makay3jebnich rasi,I don't like myself,ماكايعجبنيش راسي
