darija,eng,darija_ar
kat9sad dik ri7a jaya mn lkaDo dyalk,You mean that smell's coming from your present?,كاتقساد ديك ريحا جايا من لكاضو ديالك
chno bghiti takol fel fTour?,what do you want to have for breakfast?,شنو بغيتي تاكول فل فطور?
wach katchreb atay bla ssekkar?,do you drink tea without sugar?,واش كاتشرب أتاي بلا السكّار?
wach njib lik m3aya chi 7aja?,do you want me to bring you something?,واش نجيب ليك معايا شي حاجا?
jib lia 3afak kas dial lma,Bring me a cup of water,جيب ليا عافاك كاس ديال لما
ghanmchi ghedda ndewez 3nd TTbib,Tomorrow I am going to see the doctor,غانمشي غدّا ندوز عند الطبيب
ch7al mn 3am wenta mzewwej?,how long have you been married?,شحال من عام ونتا مزوّج?
wach chfti dakchi lli chft?,did you see what I saw?,واش شفتي داكشي اللي شفت?
wach sme3ti dakchi lli sme3t?,did you hear what I heard?,واش سمعتي داكشي اللي سمعت?
bghit n3ich m3ak 7yati kamla,I want a lifetime with you,بغيت نعيش معاك حياتي كاملا
lbit dialk kayn f TTeb9a ttanya,your room is on the second floor,لبيت ديالك كاين ف الطبقا التانيا
3lach katt3amel m3aya b7al 8akda?,why do you treat me like this?,علاش كاتّعامل معايا بحال هاكدا?
khaSSek tbeddel Tri9at lmo3amala dialk?,you have to change the way you treat others,خاصّك تبدّل طريقات لموعامالا ديالك?
wach momkin tghenni chi oghniyya?,can you please sing a song?,واش مومكين تغنّي شي أُغنييّا?
baba mat fach knt Sghir,my father died when I was a child,بابا مات فاش كنت صغير
chno derti b SSalir dyalk?,what did you do with your salary?,شنو درتي ب الصالير ديالك?
khaSSek tchreb bzzaf dyal lma,you have to drink a lot of water,خاصّك تشرب بزّاف ديال لما
ina nou3 dyal lmoSi9a kay3ejbek?,what kind of music do you like?,إنا نوع ديال لموصيقا كايعجبك?
wach kayna chi Tri9 okhra,is there another road?,واش كاينا شي طريق أُخرا
maddirch brasek blli b9a fik l7al,don't pretend you are sorry,مادّيرش براسك بلّي بقا فيك لحال
ana machi mn 8ad nnou3 dyal nnas,I'm not this type of people,أنا ماشي من هاد النوع ديال الناس
ma3emmri cheftek mn dak nn8ar,I haven't seen you since that,ماعمّري شفتك من داك النهار
akhir n8ar f 8ad chch8er,the last day of this month,أخير نهار ف هاد الشهر
ghan3awd lik 3la wa7d l7aja,I will tell you about something,غانعاود ليك علا واحد لحاجا
kandir 7tta chwiya d rrasm ,I also do some painting,كاندير حتّا شوييا د الراسم
achmn naw3 dyal rra9S kaddir ?,What kind of dance you practice ?,أشمن ناوع ديال الراقص كادّير ?
kandir rra9s tta3biri o l8ip 8op,I do comtemporary dance and hip hop,كاندير الراقس التاعبيري أُ لهيپ هوپ
3ndi khoya o jouj khwatat,I have one brother and two sisters,عندي خويا أُ جوج خواتات
chno kaddir f wa9t l faragh dyalek?,What do you do in your free time?,شنو كادّير ف واقت ل فاراغ ديالك?
whach mchiti l 7mmam mghribi mn 9bel?,Have you been in a moroccan 7ammam before?,وهاش مشيتي ل حمّام مغريبي من قبل?
howwa kaykhTeT l tsafira jdida,He is planing a new trip,هووّا كايخطط ل تسافيرا جديدا
ana kan9ra b jiddiya we9t l 2imti7anat,I'm working hard during exams,أنا كانقرا ب جيدّييا وقت ل إمتيحانات
kay3jbo yl3b m3a l klab,He loves to play with dogs,كايعجبو يلعب معا ل كلاب
ana be3D l merrat kansa swarti,I sometimes forget my keys,أنا بعض ل مرّات كانسا سوارتي
gha n3eyt lik mn be3d,I will call you later,غا نعيت ليك من بعد
maghadich ymchi l mkteb dyalo,He is not going to his office,ماغاديش يمشي ل مكتب ديالو
maghadich yr7el mn l mdina,He is not moving out side the city,ماغاديش يرحل من ل مدينا
maghadich yji l 7fla dyal 3id miladi,He will not come to my birthday party,ماغاديش يجي ل حفلا ديال عيد ميلادي
l kelb dyalo kaynbe7 bzzaf,His dog barks a lot,ل كلب ديالو كاينبح بزّاف
kay8Der b longli f lkhdma,He speaks English at work,كايهضر ب لونڭلي ف لخدما
3ndo ttamarin dyal mdrassa khsso ydir8oum,He has schoolwork to do,عندو التامارين ديال مدراسّا خسّو يديرهوم
ttran ghaymchi mn 8na l 3chra dyal dd9ay9,The train leaves in 10 minutes,التران غايمشي من هنا ل عشرا ديال الدقايق
l9raya ghadi tbda ssimana jjayya,The course starts next week,لقرايا غادي تبدا السيمانا الجايّا
maghadich ymchi l mdraSa ghdda,He won't go to school tomorrow,ماغاديش يمشي ل مدراصا غدّا
7tta wa7ed maghadi yji moura8,No one will come after him,حتّا واحد ماغادي يجي موراه
8owwa fi3lan m7taj lchi wa7ed,He really need someone,هووّا فيعلان محتاج لشي واحد
kay9der y8Der tlata d lloughat,He can speak three languages,كايقدر يهضر تلاتا د اللوغات
mcha l 7adi9at l 7ayawanat,He went to the zoo,مشا ل حاديقات ل حاياوانات
kan kay8Der m3a lmoudir dyalo,He had a conversation with his boss,كان كايهضر معا لمودير ديالو
mcha l marchi dyal lbal,He went to a flea market,مشا ل مارشي ديال لبال
mcha ytferrj f 3ard l 2azya2,He went to a fashion show,مشا يتفرّج ف عارد ل أزياء
mcha l mt7ef l 3ouloum,He went to a science museum,مشا ل متحف ل عولوم
tferrej f brnamaj dyal TTabkh,He watched a cooking show,تفرّج ف برناماج ديال الطابخ
mcha lwa7ed nnadi dyal l7iyaka,He went to a knitting club,مشا لواحد النادي ديال لحيياكا
kaytferrej f ttelfaza nn8ar kaml,He watched TV all day,كايتفرّج ف التلفازا النهار كامل
mcha b lppikala l khdma,He rode hisbike to work,مشا ب لپّيكالا ل خدما
sbegh bitou b loun jdid ,He painted his room a new color,سبغ بيتو ب لون جديد
mcha zar jddou o jddatou,He visited his grandparents,مشا زار جدّو أُ جدّاتو
7tarem nnas li kber mnnek,Respect your elders,حتارم الناس لي كبر منّك
sir w 7Der l 7ISSa,Go and attend the class,سير و حضر ل حيصّا
sme3 l nnas li kber mnnk,Listen to your elders,سمع ل الناس لي كبر منّك
bBa8 dima kaywSSlou l mdraSa,His father always drops him at school,الباه ديما كايوصّلو ل مدراصا
sir nichan o dor 3la lliSer,"Go straight, then took the first left",سير نيشان أُ دور علا الليصر
l2ostad dyalna kay3ref y9erri mzyan,Our teacher is very good at teaching,لأستاد ديالنا كايعرف يقرّي مزيان
ch7al dyal lwe9t ghadi yb9a 8na?,How long will he stay here?,شحال ديال لوقت غادي يبقا هنا?
ghadi y3eyyet lik mn be3d,He will call you later,غادي يعيّت ليك من بعد
ttaSel biyya f 2ay n8ar,Call me anyday,التاصل بييّا ف أي نهار
khaSSo ywSel m3a l khmsa,He shall reach by 5,خاصّو يوصل معا ل خمسا
dar dakchi li T9al li8,He did as he was told,دار داكشي لي طقال ليه
b9a fiyya l7al mn ji8tek,I feel sad for you,بقا فييّا لحال من جيهتك
wach moumkin tzid f SSout,Can you turn the volume up?,واش مومكين تزيد ف الصوت
wach bghiti tchreb chi 7aja?,Would you like a drink?,واش بغيتي تشرب شي حاجا?
wach momkin t3awed chno 9olti?,Can you please repeat that?,واش مومكين تعاود شنو قولتي?
l7ayawanat lbarriya kat3ich f l adghal,Wild animals live in the jungle,لحاياوانات لبارّييا كاتعيش ف ل أدغال
bzzaf d l7ayawanat lbarriya kat3ich f 2ifri9ya,Many of wild animals live in Africa,بزّاف د لحاياوانات لبارّييا كاتعيش ف إفريقيا
kay3jboni l7ayawanat b7al l9ToT o lklab,I like animals for example cats and dogs,كايعجبوني لحاياوانات بحال لقطوط أُ لكلاب
2akbar 7ayawan f l3alam 8wa l7out l2azra9,The largest animal in the world is the blue whale,أكبار حاياوان ف لعالام هوا لحوت لأزراق
kanwffro li8oum l7imaya o lma2wa,we give them protection and shelter,كانوفّرو ليهوم لحيمايا أُ لماءوا
l7ayawanat l2alifa kat3ich m3a l2insan,Domestic animals co-exist with humans,لحاياوانات لأليفا كاتعيش معا لإنسان
dir Trifat dyal ddjaj f kasrona,Put the chicken pieces in the casserole,دير طريفات ديال الدجاج ف كاسرونا
l3awd 8owwa 2a7san 7ayawan 3ndi,The horse is my favorite animal,لعاود هووّا أحسان حاياوان عندي
l9niyyat kayne9zzo mn blaSa l blaSa,Rabbits hop from place to place,لقنييّات كاينقزّو من بلاصا ل بلاصا
ssbe3 m3rouf b malik lghaba,The lion is known as the king of the jungle,السبع معروف ب ماليك لغابا
lbeT 7tta 8owwa kaybeyyed b7al djaj,Ducks also lay eggs like chicken,لبط حتّا هووّا كايبيّد بحال دجاج
2amad l7ayat dyal ssinjab bin telt ssnin o tmenyat ssnin,The lifespan of a squirrel is about 3 to 8 yeas,أماد لحايات ديال السينجاب بين تلت السنين أُ تمنيات السنين
ddoub 3ndo Dfran s7a7 o maDyin,Bear has strong and sharp nails,الدوب عندو ضفران سحاح أُ ماضيين
lppanda daba wllat 7ayawan nadir,The panda is now a rare animal,لپّاندا دابا ولّات حاياوان نادير
8ada jjeld dyal ttimsa7 79i9i,It's a real crocodile skin,هادا الجلد ديال التيمساح حقيقي
wa7ed jjrana khrjat mn lma,A frog came out of the water,واحد الجرانا خرجات من لما
8ad ddar fi8a 7dacher bit,This house has eleven rooms,هاد الدار فيها حداشر بيت
daro mab3idach bzzaf mn 8na,His house is not far from here,دارو مابعيداش بزّاف من هنا
kay9oulo blli 8ad DDar mskouna,The house is said to be haunted,كايقولو بلّي هاد الضار مسكونا
kayna ma7aTTa dyal TTobis 9riba l pparTma,There is a bus stop near the appartement,كاينا ماحاطّا ديال الطوبيس قريبا ل الپارطما
la glaS kayn f lfrigo,The icecream is in the freezer,لا ڭلاص كاين ف لفريڭو
bghit nchreb kas dyal atay,I would like to drink a cup of tea,بغيت نشرب كاس ديال أتاي
wach kay3jbek tmchcha 7da lb7er?,Do you enjoy walking on the beach?,واش كايعجبك تمشّا حدا لبحر?
wach 8ad TTobis kaymchi lb7er,Does this bus go to the beach?,واش هاد الطوبيس كايمشي لبحر
lmgharba kayaklou ksksou koul jm3a,Moroccans eat couscous every Friday,لمغاربا كاياكلو كسكسو كول جمعا
n8ar l7edd 8owwa rroppo dyali,Sunday is my off day,نهار لحدّ هووّا الروپّو ديالي
mcha l ssinima larbe3 lli fat,He went to the cinema last Wednesday,مشا ل السينيما لاربع اللي فات
8adchchi 3lach khrejt mn lkhdma,This is why I quit the job,هادشّي علاش خرجت من لخدما
lkwaffour dyali 7ell saloun jdid,My hairdresser has opened a new salon,لكوافّور ديالي حلّ سالون جديد
wach bSSe7 bghiti tkouni kwaffoura?,Do you really want to be a hairdresser?,واش بصّح بغيتي تكوني كوافّورا?
moul lwerd Sawb wa7d lbouki zwin ,The florist made up an attractive bouquet,مول لورد صاوب واحد لبوكي زوين
fwe9t lfaragh dyal8a kat9ra ktouba dyal TTabkh,In her free time she read books on cooking,فوقت لفاراغ ديالها كاتقرا كتوبا ديال الطابخ
chnou 8iyya 2a7san Tari9a dyal Tyab dl7em,What's the best method for cooking beef?,شنو هييّا أحسان طاريقا ديال طياب دلحم
mama 3nd8a boTa dyal lgaz,My mom has a gas stove,ماما عندها بوطا ديال لڭاز
dwa kan lmada9 dyalo merr,The medicine had a bitter taste,دوا كان لماداق ديالو مرّ
ma3ndich khibra f TTyab bzzaf,I do not have much cooking experience,ماعنديش خيبرا ف الطياب بزّاف
wach matwe77echtich lmakla dyal ddar,Don't you miss home cooking?,واش ماتوحّشتيش لماكلا ديال الدار
ri7t TTyab katjib liyya jjou3,The smell of cooking makes me hungry,ريحت الطياب كاتجيب لييّا الجوع
sme3T bli 3ndek m3a TTyab,I hear you are good at cooking,سمعط بلي عندك معا الطياب
dima kannakhoud lbiD mslou9 f lfTour,I always have boiled egg for breakfast,ديما كانّاخود لبيض مسلوق ف لفطور
"f lfTour, kanchreb kas dyal 3assir dllimoun","For breakfast, I have a glass of orange juice","ف لفطور, كانشرب كاس ديال عاسّير دلّيمون"
kas dyal l7lib b chchklaT,A cup of hot chocolate,كاس ديال لحليب ب الشكلاط
dima kansta3mel zzebda f TTyab,I always use butter in cooking,ديما كانستاعمل الزبدا ف الطياب
kla 9r3a kamla dyal lkofitir,He ate a whole pot of jam,كلا قرعا كاملا ديال لكوفيتير
bghit nakhoud chi 7aja khfifa,I want to have a snack,بغيت ناخود شي حاجا خفيفا
kayjini nn3as mn be3d lghda,I feel drowsy after lunch,كايجيني النعاس من بعد لغدا
yalla8 ! ghadi nchri lik lghda,Come on! I'll buy you lunch,يالّاه ! غادي نشري ليك لغدا
3ndo 3inin kbar w zer9in,he has big blue eyes,عندو عينين كبار و زرقين
3ndo 3inin kbar w ke7lin,he has big black eyes,عندو عينين كبار و كحلين
3ndo 3inin Sghar o 9e8wiyyin,He has little brown eyes,عندو عينين صغار أُ قهوييّين
chkoun dik lbnt moulat DDfira?,Who is that girl with a pigtail?,شكون ديك لبنت مولات الضفيرا?
wach jat m3aya 8ad lkswa?,Does this skirt suit me?,واش جات معايا هاد لكسوا?
8adik jjakiTa jat m3ak mn dakchi,That jacket fits you perfecty,هاديك الجاكيطا جات معاك من داكشي
3jbni lloun dyal jjakiTa dyalek,I like the color of your jacket,عجبني اللون ديال الجاكيطا ديالك
8ad jjakiTa kayn fi8a 2alwan mkhtalfa ,This jacket is available in various colors,هاد الجاكيطا كاين فيها ألوان مختالفا
kan labes jjackiTa dyal jjeld,He was wearing a leather jacket,كان لابس الجاككيطا ديال الجلد
8ad chchorTat mzeyrin 3liya bzzaf,These shorts are too tie for me,هاد الشورطات مزيرين علييا بزّاف
mazal kayn lberd bzf 3la chchorTat,It's still too cold to wear shorts,مازال كاين لبرد بزف علا الشورطات
"ddjin,tichourt o Sendala ghaykounou kafyin ","The jeans, T-shirt, and sandals would suffice","الدجين,تيشورت أُ صندالا غايكونو كافيين"
7awelt nkteb b yeddi lliSriya,I tried to write with my left hand,حاولت نكتب ب يدّي الليصرييا
dderri SSghir bal f serwalou,The kid pissed his pants,الدرّي الصغير بال ف سروالو
wach 3endek chi serwal zayed?,Do you have any extra pants?,واش عندك شي سروال زايد?
8ad sserwal kbir 3liyya bezzaf,These pants are too big for me,هاد السروال كبير علييّا بزّاف
kay3jbou ylbes t9acher m3a SSenDala,He like to wear socks with sandals,كايعجبو يلبس تقاشر معا الصنضالا
wach 8adou t9achri wla t9achrek?,Are this my socks or your socks?,واش هادو تقاشري ولا تقاشرك?
wach kant labsa 7izam ssalama?,Was she wearing a seat belt?,واش كانت لابسا حيزام السالاما?
3ndo SemTa ke7la f lkaraTi,he has a black belt in karate,عندو صمطا كحلا ف لكاراطي
kan labs Terbouch f l7mer,he was wearing a red hat,كان لابس طربوش ف لحمر
kan labs chappo f l7mer,he was wearing a red hat,كان لابس شاپّو ف لحمر
wach wakhkha njerreb 8ad TTerbouch?,May I try on this hat?,واش واخّا نجرّب هاد الطربوش?
3reft8a ghir mn chchappo lbyeD dyal8a,I recognized her by her white hat,عرفتها غير من الشاپّو لبيض ديالها
chi wa7ed khlla chchal dyalou,Someone left his scarf,شي واحد خلّا الشال ديالو
wach mn niytek katjri bel boT,Are you really running in boots?,واش من نييتك كاتجري بل بوط
liboT dyalo kano mgheTTyin b lghis,His boots were covered in mud,ليبوط ديالو كانو مغطّيين ب لغيس
kan labs SebbaT dyl TTaloun,he was wearing high heels,كان لابس صبّاط ديل الطالون
kont kanelbes l9obbiyat fach kont mora8i9,I used to wear hoodies as a teenager,كونت كانلبس لقوبّييات فاش كونت موراهيق
kanelbes kiTma fach kandir rriyaDa,I wear tracksuit when practicing sport,كانلبس كيطما فاش كاندير الريياضا
kayen jbel dyal lwra9 fo9 lburou dyali,There is a mound of papers on my desk,كاين جبل ديال لوراق فوق لبورو ديالي
khllit tte9rir dyali fo9 lburou,I have left my report at the desk,خلّيت التقرير ديالي فوق لبورو
kansejjel ga3 l2afkar dyali f moudakkira,I recored all my thoughts in a notebook,كانسجّل ڭاع لأفكار ديالي ف موداكّيرا
3le9 lmi7faDa dyalo 3la lkoursi,he slung her backpack on the chair,علق لميحفاضا ديالو علا لكورسي
chnou kayn f latrousa dyalk?,What's in your pencil case?,شنو كاين ف لاتروسا ديالك?
wakha te3Tini l kalkulatris ?,Can you hand me the calculator?,واخا تعطيني ل كالكولاتريس ?
8ad llSa9 makaychedch f lplastik,This glue doesn't adhere to plastic,هاد اللصاق ماكايشدش ف لپلاستيك
8ad lppissi mab9ach mazal kheddam,This computer is not working anymore,هاد لپّيسّي مابقاش مازال خدّام
a8 3endi 7tta lagouma dyalek,"Yes, I have your eraser too",أه عندي حتّا لاڭوما ديالك
a8 3endi 7tta lmim7at dyalek,"Yes, I have your eraser too",أه عندي حتّا لميمحات ديالك
ana madkich bzzaf f lmaT,I'm not very cliver at math,أنا مادكيش بزّاف ف لماط
8owwa l2ostad dyalna dyal lmaT,he's our math's teacher,هووّا لأستاد ديالنا ديال لماط
7ta wa7ed mab7alou f lmaT,No one can parallel him in math,حتا واحد مابحالو ف لماط
2a7sen madda 3ndi hiyya lmaT,My favorite subject is math,أحسن مادّا عندي هييّا لماط
wach kayen f l7iSSa dyal lmaT?,Are you in math class?,واش كاين ف لحيصّا ديال لماط?
ma3mmrek kenti mzyan f lmaT,You were never good at math,ماعمّرك كنتي مزيان ف لماط
kanstemte3 b l7iSSa dyal llongli,I enjoy Englsh class,كانستمتع ب لحيصّا ديال اللونڭلي
bzzaf dyal nnas kay3ichou f asya,Many people live in Asia,بزّاف ديال الناس كايعيشو ف أسيا
mchit l 2oroppa merra we7da,I went to Europe once,مشيت ل أروپّا مرّا وحدا
wach 3emmrek Safrti l 2oroppa,Have you travelled in Europe?,واش عمّرك صافرتي ل أروپّا
mchit l 2oroppa jouj merrat,I have been to Europe twice,مشيت ل أروپّا جوج مرّات
ch7al mn merra kenti f okranya?,How often have you been to Ukrain?,شحال من مرّا كنتي ف أُكرانيا?
2ifri9ya fi8a khmsa o tlatin dawla,Africa has 53 nations,إفريقيا فيها خمسا أُ تلاتين داولا
8owwa bgha ymchi l 2ifri9ya,He wants to go to Africa,هووّا بغا يمشي ل إفريقيا
tounes kayna f chamal 2ifri9ya,Tunisia is located in north Africa,تونس كاينا ف شامال إفريقيا
dewez TTofoula dyalo f 2ifri9ya,he spent his childhood in Africa,دوز الطوفولا ديالو ف إفريقيا
l miksik kayna f 2amrika chchamaliya,Mexico is located in north America,ل ميكسيك كاينا ف أمريكا الشامالييا
kanaDa kayna f 2amrika chchamaliya,Canada is located in north America,كاناضا كاينا ف أمريكا الشامالييا
kayen maytchaf f 2amrika l janoubiya,A lot to see in South America,كاين مايتشاف ف أمريكا ل جانوبييا
l mou7iT l 2aTlaSi kbir bzzaf,The atlantic ocean is immense,ل موحيط ل أطلاصي كبير بزّاف
l mou7iT l 8indi kayen f janoub 2asya,The indian ocean is in the south of Asia,ل موحيط ل هيندي كاين ف جانوب أسيا
l mou7It chchamali l moutajammid,Arctic ocean,ل موحيت الشامالي ل موتاجامّيد
wach kat2amen bchi din ?,Do you believe in any religion,واش كاتأمن بشي دين ?
8ad jjame3 kheSSo 2imam jdid,This mosque needs a new imam,هاد الجامع خصّو إمام جديد
walakin kayn ghir jame3 wa7ed,But there is only one mosque,والاكين كاين غير جامع واحد
wach 3emmrek Selliti f jjame3?,Have you ever prayed in a mosque?,واش عمّرك صلّيتي ف الجامع?
koul mouslim kaySom f remdan,Every muslim is fasting during Ramadan,كول موسليم كايصوم ف رمدان
nta machi mn 8ad l3alam,You are out of this world,نتا ماشي من هاد لعالام
3endo khala Sghira f 7enkou,He has tiny a mole on his cheek,عندو خالا صغيرا ف حنكو
3endi skhana f femmi mabghatch tbra,A cold sore on my mouth refused to heal,عندي سخانا ف فمّي مابغاتش تبرا
8ad l7er9a ghadi tkhelli laTraS,That burn will leave a scar,هاد لحرقا غادي تخلّي لاطراص
l ghebra katjib li8 l3eTSa,The dust make him sneeze,ل غبرا كاتجيب ليه لعطصا
makay3jebnich b lghoror li fi8,I dislike him for his arrogance,ماكايعجبنيش ب لغورور لي فيه
lli f 9elbek 3la lsanek,You wear your heart on your sleeve,اللي ف قلبك علا لسانك
ana ghare9 7etta l wednin,I am up to ears,أنا غارق حتّا ل ودنين
koulchi ghadi yt9ad f llekher,Things will work out in the end,كولشي غادي يتقاد ف اللخر
8ad ll7em S3ib f lmDigh,This meat is difficult to chew,هاد اللحم صعيب ف لمضيغ
7tta wa7ed makay3jbo ykhelleS DDara2ib ,No one enjoys paying taxes,حتّا واحد ماكايعجبو يخلّص الضاراإب
men be3d Tla9 bzzez mnnek tkhleS nnafa9a,After divorce you are forced to pay alimony,من بعد طلاق بزّز منّك تخلص النافاقا
chnou 8iyya l7ala l2ijtima3iyya dyalk?,What is your social status?,شنو هييّا لحالا لإجتيماعييّا ديالك?
l2adan 8owwa nida2 L SSalat,The adhen is a call to prayer,لأدان هووّا نيداء ل الصالات
8ada ma3bed 9dim dyal lboudiyya,It is an ancient Buddhist temple,هادا ماعبد قديم ديال لبودييّا
finmma kayn l7ob kayn l 2iman,Where there is love there is faith,فينمّا كاين لحوب كاين ل إمان
yalla8 n7taflou b 3id miladek,let's celebrate your birthday,يالّاه نحتافلو ب عيد ميلادك
wach t9der TTerTe9 8ad nneffakha?,Can you blow up this balloon?,واش تقدر الطرطق هاد النفّاخا?
l kloun kay8err ddrari SSghar,The clown tickled the kids,ل كلون كايهرّ الدراري الصغار
kay3jbni ntferrej f l 2aflam rromansiyya,I like watching romantic movies,كايعجبني نتفرّج ف ل أفلام الرومانسييّا
tche88it ntferrej f film wata2i9i,I am in the mood for a documentory movie,تشهّيت نتفرّج ف فيلم واتاإقي
ana mou3jab kbir b lki pop,I'm a big fan o Kpop,أنا موعجاب كبير ب لكي پوپ
kanbghi nchTe7 we9tma sme3t chche3bi,I want to dance whenever I hear Moroccan music,كانبغي نشطح وقتما سمعت الشعبي
khdem mzyan ola sir f7alek,Get your act together,خدم مزيان أُلا سير فحالك
koulchi ghadi mzyan 8ad ssa3a,So far so good,كولشي غادي مزيان هاد الساعا
maymkench t7kem 3la ktab mn lghlaf dyalo,You can't judge a book by it's cover,مايمكنش تحكم علا كتاب من لغلاف ديالو
chnou ghadi tgoul ila 3reDt 3lik?,What would you say if I asked you out?,شنو غادي تڭول إلا عرضت عليك?
wach y9der ygouliyya chi wa7ed chnou 8owwa lmouchkil?,Could anyone tell me what's the problem?,واش يقدر يڭولييّا شي واحد شنو هووّا لموشكيل?
ana mt2ekked mya f lmya,I'm a hundred percent certain,أنا متءكّد ميا ف لميا
ch7al o ana kantsenna TTobis,I had to wait ages for a bus,شحال أُ أنا كانتسنّا الطوبيس
tleft o ana jay fTTri9,I got lost coming here,تلفت أُ أنا جاي فطّريق
kandewwez bzzaf dyal lwe9t kanel3eb,I spent a lot of type playing,كاندوّز بزّاف ديال لوقت كانلعب
3ndi 3ada dyal nn3as bezzaf,I have a habit of sleeping alot,عندي عادا ديال النعاس بزّاف
makayn 7etta 7aja kate3jebni kter mn TTabkh lmeghribi,There is nothing I like more than moroccan cuisine,ماكاين حتّا حاجا كاتعجبني كتر من الطابخ لمغريبي
chnou l8adaf mn rri7la dyalk?,What is the purpose of your trip?,شنو لهاداف من الريحلا ديالك?
w9ila ghadi TTi7 chchta ghdda,It's probebly going to rain tomorrow,وقيلا غادي الطيح الشتا غدّا
b7al walo TTi7 chchta ghdda,It may rain tomorrow,بحال والو الطيح الشتا غدّا
lla walakin chokran 7it sewweltini,No but thanks for asking,اللا والاكين شوكران حيت سوّلتيني
kighadi ndir bssalama n3ref ?,How the hell should I know?,كيغادي ندير بسّالاما نعرف ?
lbernamaj dyali ghadi ybda mn daba d9i9a,My programme is on in a minute,لبرناماج ديالي غادي يبدا من دابا دقيقا
koun kent blaStek makentch ghandir 8adchi,I woudn't do that if I were you,كون كنت بلاصتك ماكنتش غاندير هادشي
wach n9der n8der m3a lmoudir dyalk?,May I speak with your boss?,واش نقدر نهدر معا لمودير ديالك?
wach bghti tkhlli li8 chi risala?,Would you like to leave a message?,واش بغتي تخلّي ليه شي ريسالا?
wach T9der tgolli8 y3awed yttaSel biyya?,Could you ask him to call me back?,واش طقدر تڭولّيه يعاود يتّاصل بييّا?
makaynch 7tta chi fer9 bnnesba liyya,It doesn't make any diffrence to me,ماكاينش حتّا شي فرق بنّسبا لييّا
ma3ndi 7tta chi ra2y 3la lmowDo3,I have no opinion on the matter,ماعندي حتّا شي راإي علا لمووضوع
njib lik chi 7aja ttakoul8a,Can I get you something to eat?,نجيب ليك شي حاجا التاكولها
chnou ban lik nnakhdou chi S9aTa?,What about having a snack?,شنو بان ليك الناخدو شي صقاطا?
kanwa3dek ghadi nsali f lwe9t,I promise that I'll finsh on time,كانواعدك غادي نسالي ف لوقت
ghir khelli lwe9t ybiyyen lik,Just let the time show you,غير خلّي لوقت يبييّن ليك
ghir khelli zman ywerri lik,Just let the time show you,غير خلّي زمان يورّي ليك
wach bghiti t8der 3la 8adchi?,Do you want to talk about it ?,واش بغيتي تهدر علا هادشي?
wa9ila bgha ykhrej mn lkhedma,Maybe he wants to quite the job,واقيلا بغا يخرج من لخدما
kanDen nta 3ndek fo9 ttlatin,I guess you'e over 30 years old,كانضن نتا عندك فوق التلاتين
kankre8 nmchi 3end TTbib dyal ssnan,I hate going to the dentist,كانكره نمشي عند الطبيب ديال السنان
wach n9edrou ntla9aw jjm3a jjayya?,Can we met next Friday?,واش نقدرو نتلاقاو الجمعا الجايّا?
ghadi nkoun tmmak fdak lwe9t,I'll be there at that time,غادي نكون تمّاك فداك لوقت
wach n9der ghir nzid chi 7aja?,Can I just add something?,واش نقدر غير نزيد شي حاجا?
we9tmma bghiti t8Der 3eyyeT liyya,Anytime you need to talk just call me,وقتمّا بغيتي تهضر عيّط لييّا
we9tmma 7tajiti t8Der ttaSel biyya,Anytime you need to talk just call me,وقتمّا حتاجيتي تهضر التاصل بييّا
ana fer7an bzzaf ngollik bli nje7ti,I'm really happy to inform you that you succeded,أنا فرحان بزّاف نڭولّيك بلي نجحتي
wach 3refti fin ja lma7all dyalo?,Do you know where is his shop?,واش عرفتي فين جا لماحالّ ديالو?
mnin n9der nmchi lelma7eTTa dyal ttran?,How can I get to the train station?,منين نقدر نمشي للماحطّا ديال التران?
wach 8adi 8iyya Tri9 dyal lkoumisariyya?,Is this the way to the police station?,واش هادي هييّا طريق ديال لكوميسارييّا?
wach kayn chi souppirmarchi 9rib?,Is there a supermarket near hear?,واش كاين شي سوپّيرمارشي قريب?
wach t9der t3awed bTari9a khra?,Coud you put it diffrentely?,واش تقدر تعاود بطاريقا خرا?
ch7al dyal lwe9t wnta kat7es 8akka?,How long have you been feelig like this?,شحال ديال لوقت ونتا كاتحس هاكّا?
3endi rtifa3 f DDaghT ddamawi,I have a high blood pressure,عندي رتيفاع ف الضاغط الداماوي
kantmnna lik 7ayat zawjiyya sa3ida,Wish a happy married life,كانتمنّا ليك حايات زاوجييّا ساعيدا
ghadi ndir 2ay 7aja bach nkhellik fer7an,I will do anything to make you happy,غادي ندير أي حاجا باش نخلّيك فرحان
ma9dertch nji l l7efla dyalk,I coudn't come to your party,ماقدرتش نجي ل لحفلا ديالك
ch7al dyal lwe9t wnta katsenna?,How long have you been waiting?,شحال ديال لوقت ونتا كاتسنّا?
3Tini mazal chwiya dyal lwe9t,Give me a little more time,عطيني مازال شوييا ديال لوقت
makanakolsh makla li fiha l7lib,i don't eat dairy,ماكاناكولسه ماكلا لي فيها لحليب
wash tayti7 tlj bzaf hna?,does it snow a lot here?,واسه تايتيح تلج بزاف هنا?
wash kayn hada f lon a5er?,do you have it in any other color?,واسه كاين هادا ف لون أخر?
bsh7al ghadi nsift cart postal l'mirikan?,how much is it to send a post card to the usa?,بسهحال غادي نسيفت كارت پوستال ل'ميريكان?
5ask tshrb bzaf d lma,you should drink more water,خاسك تسهرب بزاف د لما
