eng,darija_ar,transl
Is there a mosque close?,واش كاين شي جامع قريب?,Is there a mosque nearby?
"Yesterday, I drank tea without sugar.","لبارح, شربت أتاي بلا سكّار.","Yesterday, I drank tea without sugar."
This morning I got up at 7:00,هاد صباح فقت معا السبعا,This morning I woke up at seven.
Omar gave a book to Mohamed,أُمار عطا كتاب ل موهامد,Omar gave a book to Mohammed.
Did you write the letter to Hassan?,واش كتبتي برا ل هاسّان?,Did you write to Hassan?
Did you see Hakima and Karim?,واش شفتي هاكيما أُ كاريم?,Have you seen that generous act?
i guess it will have to do,كانضن بلي أيخاسو إدير داكشي,I think they regret doing that.
"I mean, I'm not saying that for you","كانقساد, أنا ماكانڭولش هادشي ليك","Honestly, I didn't say that to you."
I should have brought a jumper with me,كان خاسني نجيب معايا تريكو,He should have brought a sweater with him.
I hope you know how to do that on your own,كانتمانا تعراف دير داكشي براسّاك,We knew you were up to something
You should have told me earlier,كان خساك تڭولها ليا قبال,He used to tell me about it before.
What were the political repercussions or societals?,أشناهييا تاداعييات سياسييا ولا إجتيماعييا?,Are these demands political or social?
Or how is that perceived now?,أُلا كيفاش كايتشاف داكشي دابا?,"Hey, how is that thing going now?"
I did a lot of running in high school,راه كنت كانجري بزاف فلمادراسا,I used to run a lot in high school.
It would go faster and it's still chic!,غادي تمشي بزاربا أُتبقا أنيقا!,"You're going to a wedding, so stay classy!"
1980's theme would be good,ماودوع تامانينات غادي إكون مازيان,Saying goodbye at seventy-nine will be fine.
I love baking,أنا عزيز عليا نطيّب لخوبز,I care a lot about treating my friends well.
5 seconds without being shouted at,5 تاواني بلا ميتغاوات عليهوم,5 minutes without them being bothered
"and working for you, in particular",أُلخدما عنداك علا وجاه لخوسوس,The service at that place is top-notch.
"We know, but we keep going","أه حنا عارفين, والاكين كانكاملو","Oh, we know, but sometimes it's better to pretend."
"Great idea, I'll change the menu","فيكرا واعرا, غادي نبادال لقاإما","With determination and perseverance, I will achieve my goals."
"Hey, let's go and play volleyball?","أهياوينا, يالّاهو نمشيو أُنلعبو لڤولّي?","Hey, shall we go out and play volleyball?"
I'd like to hang out in the sun just a little longer,بغيت نبقا فشامس مازال شوييا,I want to stay optimistic a little longer.
"Oh, yeah, that's what I'm talking about","أُه, أه, هادشي ليكاندوي عليه","Oh, oh, this is getting on your nerves"
"If so, when?","أُ إلا كان هاكاك, إمتا?","And if that's the case, when?"
On one piece of bread,علا طرف واحد من لخوبز,On one side of the coin
It's been a long time since we've had to hit the road,مودّا هادي ملّي ضربنا طريق,This is boring when we got lost.
"Wait, I'll look in my bag","تسانا, غادي نقلاب فلحاقيبا ديالي","Don't worry, I'll catch up with my belongings."
Why did you give it to Loubna earlier?,علاش عتيتيها ل لوبنا ڭبيلا,Why did you give it to our neighbor?
what do you want to have for breakfast?,شنو بغيتي تاكول فل فطور?,What do you want to eat for breakfast?
do you drink tea without sugar?,واش كاتشرب أتاي بلا السكّار?,Are you drinking tea without sugar?
Tomorrow I am going to see the doctor,غانمشي غدّا ندوز عند الطبيب,I'm going to the doctor tomorrow.
how long have you been married?,شحال من عام ونتا مزوّج?,How many years have you been married?
did you see what I saw?,واش شفتي داكشي اللي شفت?,Did you see what you saw?
did you hear what I heard?,واش سمعتي داكشي اللي سمعت?,Did you hear what I heard?
I want a lifetime with you,بغيت نعيش معاك حياتي كاملا,I want to live my whole life with you.
why do you treat me like this?,علاش كاتّعامل معايا بحال هاكدا?,Why is he treating me like this?
you have to change the way you treat others,خاصّك تبدّل طريقات لموعامالا ديالك?,Do you need to change your study methods?
can you please sing a song?,واش مومكين تغنّي شي أُغنييّا?,Is it possible for you to sing a song?
my father died when I was a child,بابا مات فاش كنت صغير,Dad passed away when I was young.
what did you do with your salary?,شنو درتي ب الصالير ديالك?,What did you do with your money?
you have to drink a lot of water,خاصّك تشرب بزّاف ديال لما,You should drink a lot of water.
what kind of music do you like?,إنا نوع ديال لموصيقا كايعجبك?,Do you like a specific type of music?
is there another road?,واش كاينا شي طريق أُخرا,Is there another way?
I haven't seen you since that,ماعمّري شفتك من داك النهار,I've never seen you since that day.
the last day of this month,أخير نهار ف هاد الشهر,The last day of this month
I will tell you about something,غانعاود ليك علا واحد لحاجا,He will talk to you about something
I also do some painting,كاندير حتّا شوييا د الراسم,I'm getting a little bit of a headache
I have one brother and two sisters,عندي خويا أُ جوج خواتات,I have a friend with two sisters.
He is planing a new trip,هووّا كايخطط ل تسافيرا جديدا,He's planning a new trip.
He loves to play with dogs,كايعجبو يلعب معا ل كلاب,They enjoy playing with the dogs.
I will call you later,غا نعيت ليك من بعد,I will call you later
He is not going to his office,ماغاديش يمشي ل مكتب ديالو,He's not going to his office
He is not moving out side the city,ماغاديش يرحل من ل مدينا,He's not going to leave this city.
His dog barks a lot,ل كلب ديالو كاينبح بزّاف,His dog barks a lot.
He speaks English at work,كايهضر ب لونڭلي ف لخدما,He speaks in a foreign language at work.
The course starts next week,لقرايا غادي تبدا السيمانا الجايّا,The exams will start next week.
He won't go to school tomorrow,ماغاديش يمشي ل مدراصا غدّا,He's not going to school tomorrow.
No one will come after him,حتّا واحد ماغادي يجي موراه,Not even one will come after him
He really need someone,هووّا فيعلان محتاج لشي واحد,There is an announcement that needs one thing.
He can speak three languages,كايقدر يهضر تلاتا د اللوغات,He can speak three languages
He went to the zoo,مشا ل حاديقات ل حاياوانات,He went to the gardens to see the animals.
He had a conversation with his boss,كان كايهضر معا لمودير ديالو,He was talking to his boss
He went to a flea market,مشا ل مارشي ديال لبال,He went for a walk to clear his mind.
He went to a science museum,مشا ل متحف ل عولوم,He went to the science museum.
He watched a cooking show,تفرّج ف برناماج ديال الطابخ,Watch the cooking show.
He went to a knitting club,مشا لواحد النادي ديال لحيياكا,He went to a club in La Hayaka.
He watched TV all day,كايتفرّج ف التلفازا النهار كامل,He watches TV all day.
He rode hisbike to work,مشا ب لپّيكالا ل خدما,He went to the grocery store to work.
He painted his room a new color,سبغ بيتو ب لون جديد,He painted his house a new color.
He visited his grandparents,مشا زار جدّو أُ جدّاتو,He went to visit his grandparents.
Respect your elders,حتارم الناس لي كبر منّك,Respect people who are older than you.
Go and attend the class,سير و حضر ل حيصّا,Go and prepare for the event
His father always drops him at school,الباه ديما كايوصّلو ل مدراصا,They always manage to reach a compromise.
Our teacher is very good at teaching,لأستاد ديالنا كايعرف يقرّي مزيان,Our teacher knows how to explain well.
He will call you later,غادي يعيّت ليك من بعد,He's going to ignore you afterwards.
Call me anyday,التاصل بييّا ف أي نهار,The connection comes to me any day.
He shall reach by 5,خاصّو يوصل معا ل خمسا,They need to reach an agreement by five.
He did as he was told,دار داكشي لي طقال ليه,He did what he was told to do.
I feel sad for you,بقا فييّا لحال من جيهتك,I can handle it on my own from your side.
Can you turn the volume up?,واش مومكين تزيد ف الصوت,Is it possible to speak louder?
Would you like a drink?,واش بغيتي تشرب شي حاجا?,Do you want to drink something?
Can you please repeat that?,واش مومكين تعاود شنو قولتي?,Is it possible for you to repeat what you said?
we give them protection and shelter,كانوفّرو ليهوم لحيمايا أُ لماءوا,They offered them a glass of water
Domestic animals co-exist with humans,لحاياوانات لأليفا كاتعيش معا لإنسان,Domestic animals that live with humans
The horse is my favorite animal,لعاود هووّا أحسان حاياوان عندي,He's better off staying away from me.
The lion is known as the king of the jungle,السبع معروف ب ماليك لغابا,The lion is known as the king of the jungle.
The panda is now a rare animal,لپّاندا دابا ولّات حاياوان نادير,The pandas are now endangered species.
It's a real crocodile skin,هادا الجلد ديال التيمساح حقيقي,This crocodile skin is real
A frog came out of the water,واحد الجرانا خرجات من لما,One of our neighbors has left since morning.
This house has eleven rooms,هاد الدار فيها حداشر بيت,This house has twelve rooms.
His house is not far from here,دارو مابعيداش بزّاف من هنا,They didn't go far from here.
The house is said to be haunted,كايقولو بلّي هاد الضار مسكونا,They say that this place is haunted.
The icecream is in the freezer,لا ڭلاص كاين ف لفريڭو,"No, there's a problem in the fridge."
I would like to drink a cup of tea,بغيت نشرب كاس ديال أتاي,I want to drink a glass of mint tea.
Do you enjoy walking on the beach?,واش كايعجبك تمشّا حدا لبحر?,Do you like going for a walk by the sea?
Does this bus go to the beach?,واش هاد الطوبيس كايمشي لبحر,Is this bus going to the beach?
Moroccans eat couscous every Friday,لمغاربا كاياكلو كسكسو كول جمعا,Moroccans eat couscous every Friday.
Sunday is my off day,نهار لحدّ هووّا الروپّو ديالي,"During the day, the weather is hot."
This is why I quit the job,هادشّي علاش خرجت من لخدما,That's why I quit the job.
My hairdresser has opened a new salon,لكوافّور ديالي حلّ سالون جديد,My hairdresser opened a new salon
Do you really want to be a hairdresser?,واش بصّح بغيتي تكوني كوافّورا?,Do you really want to be a hairdresser?
My mom has a gas stove,ماما عندها بوطا ديال لڭاز,Mom has a pair of gas cylinders.
The medicine had a bitter taste,دوا كان لماداق ديالو مرّ,He acted like his usual self
I do not have much cooking experience,ماعنديش خيبرا ف الطياب بزّاف,I don't have much experience in dealing with people.
Don't you miss home cooking?,واش ماتوحّشتيش لماكلا ديال الدار,Haven't you missed the home-cooked food?
The smell of cooking makes me hungry,ريحت الطياب كاتجيب لييّا الجوع,The smell of good food makes me hungry.
I hear you are good at cooking,سمعط بلي عندك معا الطياب,Know that you have my support
A cup of hot chocolate,كاس ديال لحليب ب الشكلاط,A glass of milk with chocolate
I always use butter in cooking,ديما كانستاعمل الزبدا ف الطياب,We always use butter in pastries.
He ate a whole pot of jam,كلا قرعا كاملا ديال لكوفيتير,"No, he drank a whole cup of coffee."
I want to have a snack,بغيت ناخود شي حاجا خفيفا,I want to have a light snack.
