eng,darija_ar,transl
i'm not able to commit to that right now,مانقدرش ندخل راسّي ف هادش دابا,I can't wrap my head around this right now.
you're the light of my life,نتا/نتي نور لي مدوي ليا حياتي,You are the light that brightens my life.
what page are we on?,ف أشمن سفحا حنا دابا ?,Which slope are we on now?
i am ready may i start it?,أنا موجود نقدر نبدا دابا ?,"I'm here, can we start now?"
when is the homework for?,ل إمتا خاسّ نوجدو تامارين ?,Until when will we find dates?
do you have a bigger size?,مانلقاش عندكوم شي قياسّ كبر ?,Don't you have any large sizes available?
where can i weight my groceries?,فين نقدر نعبر تقديا ديالي ?,Where can we exchange currencies?
does it come with a guarantee/warranty?,واش داخلا فيه ل ڭوارانتي ?,Are they included in the warranty?
where is the fitting room?,فين جات بلاسّا ديال تقياسّ ?,Where did you get the measuring cup from?
"please, accept my apologies for...",عافاك قبل لعتيدار ديالي علا قبل...,Please excuse me before my usual routine...
i'm really ashamed of what i did,أنا حشمان بزّاف علا شنو درت,I'm very embarrassed about what I did.
thanks for thinking of me but i can't,شوكران حيت فكرتي فييا والاكين مانقدرش,"Thank you for thinking of me, but I can't."
hope you have an enjoyable birthday! you deserve it,"إنشالّاه شي عيد ميلاد نادي, تستاهل","Inshallah, happy birthday, you deserve it."
that thin girl is drinking milk now,هاديك درييا لمسلوتا كاتشرب لحليب دابا,That little girl is drinking milk now.
the tall man has just written a letter,راجل تويل يالّاه كتب واحد ريسّالا,The man over there is writing a letter.
the students have solved some mathematics problems,تلامد خرجو شي تامارين ديال لماتهس,The students went out for a field trip.
the dog owner gives a bone to his dog every day,مول لكلب كيعتيه عدما كولا نهار,The dog's owner feeds it every day.
we bought a pair of gloves for our uncle on his birthday,شرينا زوج ليڭات لعمنا فعيد ميلادو,We bought a pair of shoes for our uncle on his birthday.
do you drink coffee with milk and sugar?,واش كاتشرب لقهوا بلحليب و سكار,Do you drink coffee with milk and sugar?
"which do you prefer, an apple or an orange?",أشنو كيعجبك تفاح ولا ليمون ?,"Which do you prefer, apples or lemons?"
she told me that she had bigger fish to fry,ڭالت لييا عندها حوت كبر خاتقليه,She told me she has a big fish.
a red jacket compliments any outfit,جاكتا حامرا كاتجي معا أيي لبسّا,The red jacket goes well with any outfit.
i wish i could give you a big birthday hug,ماكرهتش كون قدرت نعنقك فعيد ميلادك,I couldn't wait to hug you on your birthday.
i've never voted with him on anything,ماعمرني ماسوت معاها علا شي حاجا,I have never done anything with her.
it's stressful to watch other people sing,كايسترسّ ملي كاتشوف ناسّ أخرين كيخنيو,She gets stressed when she sees other people gossiping.
"it's quite a big deal, isn't it?",تاقريبان سفقا مسيانا أش بان ليك,"Soon, I will meet my friend to see what's up with you."
the papers were mixed together in a big box,لوراق كانو مخربقين فواحد لكارتونا كبيرا,The papers were scattered in a big cardboard box.
she was terrified of her building's elevator,كانت خايفا من لاسّنسور ديال لعيمارا,She was afraid of the elevator in the building.
apple picking is not in season,لحساد ديال تفاح هادا ماشي وقتو,The envy of apples is not in their season.
that car's so big that parking is difficult,تونوبيلا كبيرا لداراجات لبلاسّاڭ ديالها سعيب,The supermarket near my house has a problem with its parking lot.
he was excited to ski,كان باخي خير إمتا يدير سكي,He was doing well until when he started skiing.
house prices have gone up this year,تامانات ديال ديور تلعو هاد لعام,The prices of houses are rising this year.
george works on a small farm,ڭورڭ كيخدم علا واحد لفيرما سخيرا,George works on a farm in the countryside.
she froze at the sight of the big spider,تسدمات ملي شافت واحد رتيلا كبيرا,She was surprised when she saw a big turtle.
"sit down and cross your legs, please!",ڭلسّ لرد و جمع رجليك عافاك,Please step back and put your feet together.
they are cruel to the animals,وا ناري شحال هاماجييين معا لحاياوان,"One fire, how many firefighters are working together to put it out?"
he has the ability to carry out big plans,كايقدير يبلاني لشي پروڭرامّات كبار نادين,He is known for hosting big programs on TV.
i don't know how to write a lot of things,ماعارت كيفاش كاتكتب بزاف ديال لحوايج,She doesn't know how to write many things.
why on earth would you wear a tie like that?,بغيت نعرف علاش كاتدير لكراڤاتا بحالوكا,I want to know why you wear a tie like that.
it is not so easy as you think,هادشي ماشي سال كيفما كايبان ليك,This is not a question as it seems to you.
it felt great to disconnect with my phone,عجبني لحال ملي بعدت من تيليفوني,I liked it alone when I moved away from my phone.
mary brushes her teeth twice a day,ماري كاتخسل سنانها زوج مرات فهار,Mary is getting her teeth cleaned twice a year in the clinic.
blue eyes are brighter than brown,عينين زرقين كايبريو كتر من لمارّون,Blue eyes reveal more than they see.
there are no dogs bigger than this one,ماكاين تا كلب كبار من هادا,There is not even a single big dog here.
i smelled the fragrance of garlic cooking,شميت ريحا لمعيقا ديال توما فتياب,I smelled the scent of thyme in the air.
she wasn't sure if she liked him or not,ماكانتش متءكدا واش عجبها ولا لا,She wasn't sure if she liked it or not.
china is twenty times bigger than japan,شينوا كبر من جاپون بعشرين مرا,China is bigger than Japan by twenty times.
pandas never stop eating and i'm jealous,كانخير من لپانداس عاتينها خير لماكلا,I prefer pandas over any other animal to watch.
he left in a huff,مشا و هوا معسب و مقلق,He left in a bad mood and upset.
he wore a cap to shield himself from the sun,لبسّ واحد لكاسكتا باش مادربوش شمش,Wear a helmet so you don't get sunburned.
she collected seashells along the shore,جمعات شي كوقويلّاجات فجنب ديال لبحر,"On Fridays, some cafes are located by the sea."
the actor delivered an emotional performance,لموماتيل دار دور نادي كايقيسّ لڭلب,The hotel near the sports club is famous for its pool.
the rainbow appears just after raining,قاوس قوزاح كايبان خير مورا شتا,The weather looks good today.
the clouds painted a wonderful canvas in the sky,لخيوم رسّمو شي أشكال زوينا فسما,The tents were decorated with beautiful shapes in the sky.
the customer was impressed by the item's durability,لكليان عجبو لرپودويت بقا دايم ليه,Both of them liked the product so they kept buying it.
"the price was affordable, especially with a discount applied",تامان كان مسيان سيرتو معا سولد,Taman was upset about his conversation with his son.
the team's strategy on the field was well coordinated,لخوتا ديال لفراقي فتيران كانت ناديا,My friends from Tetouan were calling.
the goal celebration was a moment of pure joy,ملي تماركا لبيت لجومڭور فرح نيت,"When you go to the beach in Taghazout, you feel at peace."
the fan support created an electrifying atmosphere,تشجيع ديال لجومهور سنع جو ماكاينش,Encouragement from the audience is essential for a successful performance.
sports helps maintain a healthy weight,رييادا كاتحافد ليك علا وزن سيحيي,The guide is waiting for you at the train station.
participating in sports improves sleep quality,سپورت كايخليك كاتنعسّ حسّن من لوّل,Sports make you feel better and sleep better from the start.
sports activities improve cardiovascular health and blood circulation,رييادا كاتحسّن لحالا لقلب و شارايين,Leadership improves both the heart and the arteries.
have you been following the sports games this season?,تبعتي لماتشات ديال هاد لعام ?,Did you watch the matches of this year?
what's the best concert you've attended?,أشناهووا أحسّن كونسرت مشيتي ليه ?,What was the best concert you've ever been to?
have you ever considered learning a new language?,ماعمرك مافكرتي تعلم شي لوخا جديدا,Have you ever thought about learning something new?
what's your approach to time management?,كيفاش كادير باش تندم وقتك ?,How do you spend your time to avoid regret?
have you ever volunteered in a charity work?,ماعمرك ماشاركتي فشي عامال خايريي ?,Have you ever not participated in any charity work?
what do you enjoy doing in your free time?,أشنو كيعجبك ملي كاتكون خاوي ?,What do you like to do when you are free?
any upcoming events you're gonna attend to?,كاينا شي حفلا خاتحدر ليها ?,Is there a party that we should attend?
have you read any good books lately?,واش قريتي شي كتوبا مسيانين موأخاران,Have you read any interesting books lately?
what's your dream travel destination?,أشناهييا لبلاسّا لي ماكرهتيش تزورها ?,What is the place you haven't visited yet?
how do you relax after a long day?,كيفاش كاترتاح مورا نهار تويل ?,How do you relax after a long day?
what's your favorite tv show?,أشناهووا أكتر برناماج فتلفازا كايعجبك ?,What is your favorite TV show?
do you like going to the gym?,واش كيعجبك تمشي لا سالّ ?,Do you like going to the beach?
what's your opinion about documentaries?,أش بان ليك فلس دوكومنتايرس ?,What documentaries are you interested in?
how do you stay positive while dealing with problems?,كيفاش كاتبقا إجابي واخا ;لماشاكيل ?,How can you stay positive with all these problems?
do you enjoy trying new recipes?,واش كايعجبك تجرب وسفات جداد ?,Do you like trying new dishes?
what's your favorite outdoor sport?,أشناهووا أحسّن سپورت كاديرو برّا ?,What is the best sport they practice outside?
how do you like to relax after work?,كيفاش كايعجبك ترتاح مورا لخدما ?,How do you prefer to relax after work?
have you ever done volunteer work?,ماعمرك مادرتي شي عامال تاتاووعي ?,Have you ever seen your mother doing any work?
have you ever tried a new sport?,ماعمرك ماجربتي شي سپورت جديد ?,Have you ever tried a new sport?
what's your favorite type of game?,أشمن نوع ديال لألعاب كايعجبك ?,What type of games do you like?
how do you like to spend the new year?,كيفاش كاتبغي دوز راسّ لعام ?,How do you want to spend New Year's Eve?
do you like to travel and explore?,كيفاش كايعجبك تسافر و تكتاشف ?,How do you like to travel and discover?
how do you handle conflicts in relationships?,كيفاك أدير لمخاسمات ديال زواج ?,How do you manage wedding expenses?
have you attended any sporting events?,ماعمرك ماحدرتي لشي حادات رييادي ?,Have you ever attended a leadership training session?
do you like to cook or order in?,كايعجبك تيب ولا تكومّاندي ماكلا ?,Do you prefer tea or coffee with your meal?
have you participated in any community events?,ماعمرك ماشاركتي فشي عامال خايري ?,Have you ever not participated in any charity work?
the movie starts at 7 pm,لفيلم خايبدا معا سبا ديال لعشييا,The movie starts with a scene of the evening spa.
i need to buy groceries later,خاسّني نشري شي تقديا من بعد,Let me buy a gift afterwards.
how does the climate affect the lifestyle here?,كيفاش كايءتر لجو علا لعيشا هنا,How do you adapt to the lifestyle here?
what important sports are particularly popular in this country?,أشناهوما أهام رييادات فهاد لبلاد ?,What are they famous for in this country?
how do people typically spend weekends here?,كيفاش ناسّ كيدوزو ليكندس هنا ?,How do people spend their weekends here?
what are the traditional clothing materials used?,أشنو كايستعملو باش يسنعو لحوايج ?,What do they use to make things?
how do people respect the environment here?,كيفاش ناسّ هنا كيحتارمو تايعا ?,How do people here show respect to each other?
how do people here celebrate national holidays?,كيفاش كيحتافلو ناسّ هنا بلأعياد لواتانييا,How do people celebrate holidays here in the United States?
what's the most romantic song you've ever heard?,أشناهييا أكتر وخنييا رومانسّييا سمعتيها ?,What are the most romantic songs you have heard?
what's a song that never fails to make you smile?,أشناهييا لأوخنييا لي ديما كاتفرحرك ?,What are the things that always motivate you?
what's a song that reminds you of a friendship?,شي وخنييا كاتفكرك فشي سوحبا ?,What makes you think of a ghost?
what's your favorite sport to watch?,أشناهووا أحسّن رييادا كاتفرج فيها ?,What is the best series you are currently watching?
have you ever participated in a sports competition?,ماعمرك ماشاركتي فشي موساباقا رييادييا ?,Have you ever not participated in a leadership competition?
have you ever volunteered at a sports event?,ماعمرك ماشاركتي فشي حادات رييادي ?,Have you ever not participated in a leadership event?
do you enjoy trying new restaurants in your city?,كيعجبك تجرب رستورات جداد فلمدينا ?,Do you like trying new restaurants in Medina?
i wish i could teleport to avoid rush hour traffic,ماكرهتش كون نقزت ڭاع هاد لمبوتيلّاڭ,I didn't mind jumping into this pool
i can't believe how much technology has changed since we were kids,مايمكنش شحال تكنولوجيا تبدلات من سخرنا,It's impossible to count how much technology has changed our lives.
have you ever thought about how advanced technology has become?,عمرك فكرتي شحال تورات تكنولوڭيا ?,Have you ever thought about how much technology has advanced?
how's your relationship with your family ?,كيدايرا لعالاقا ديالك ب عاإلتك ?,How is your relationship with your family?
what's your favorite type of music ?,شنو ناوع دلموسيقا لي كيجبك ?,What type of music do you like?
what's your favorite dish ?,شنو ل أوكلا لموفادالا ديالك ?,What did you eat for lunch today?
who's your comfort person ?,شكون شاخسّ لي كيحسّك براحا ?,Who is the one who deceives you and makes you feel at ease?
do you collect anything?,كيعجبك ت كولّكتيونّر شي حاجا ?,Do you like collecting things?
what is your favorite recent memory?,شنو أحسّن ديكرا عندك موأخاران ?,What is the best restaurant in M'Hamid?
what are you most looking forward to?,شنو أكتار حاجا متشوق ليها ?,What are you most excited about?
what do you wish more people understand about you?,شنو كاتمنا ناسّ إتفهمو عليك ?,What do we need people to understand about you?
what is the biggest risk you ever took?,شنو هيا أكبار تخاميرا درتي ?,What is the biggest decision you have made?
have you ever met a celebrity?,عمرك تلاقيتي شي واهد مشهور ?,Have you ever met a famous person?
which celebrity would you like to meet?,شكون لمشهور لي تبغي تلاقا ?,Who is the famous person you want to meet?
what kind of elderly person do you hope to be?,كيفاش بغيتي تكون فاش تكبر ?,How do you want to be when you grow up?
what was the first concert you attended?,شنو أحسّن كونسرت حدرتي ليه ?,What was the best concert you have ever attended?
describe yourself in three words,وسف راسّك ف تلاتا ديال كلمات,Clear your head in three words.
what is your favorite show?,شنو لبارناماج ل موفادال ديالك ?,What is your favorite TV program?
what is your favorite animal?,شنو لحاياوان ل موفادال ديالك ?,What are your hobbies or interests?
do you have brothers or sisters?,عندك شي خوك ولا ختك ?,Do you have any brothers or sisters?
what is the farthest you have traveled from home?,شناهيا أبعاد بلاسّا سافرتي ليها ?,What are the dimensions of the suitcase you traveled with?
what is your favorite way to spend an afternoon?,كيفاش كيعجبك دوز لعشيات ديالك ?,How do you like to spend your evenings?
remember when we'd challenge each other at singing?,عقلتي ملي كنا كانتحداو بعديياتنا فلخنا,You thought that we were going to meet up in the park.
what do you feel like doing tonight?,أش ناوي دير هاد ليلا ?,What are you planning to do tonight?
i wish i could've gone to the concert how was the atmosphere?,ماكرهتش كون مشيت لكونسرت كيكان لجو,I didn't regret going to the concert of K'naan at Jbel Jloud.
i used to play the piano when i was younger,ملي كنت سخير كنت كاندير لپيانو,"When I was young, I used to play the piano."
"absolutely, experimenting with recipes is my thing",داروري تجراب ديال لوسفات لهيوايا ديالي,My friend brought me a gift of souvenirs from Hawaii.
"yeah, the history and culture are amazing",أه تاريخ و تاقافا لهيها زوينا,"Yes, history and tradition make it beautiful."
i enjoy gardening in my free time,كيعجبني نقاد جرادي ملي كانكون خاوي,I like to wander aimlessly when I'm feeling empty.
"that's cool, playing music is a wonderful skill",مسيان تعلم تلعب موسيقا ماهارا زوينا,Msiyan is learning to play the mahara music instrument well.
let's plan a weekend getaway soon,يالّلاه نبلانيو لشي خرجا هاد لويكند,Let's prepare something for this weekend outing.
what's your take on adopting a dog?,أش بان ليك نربيو شي كلب,What kind of dog do you want to raise?
what's your favorite memory from our travels together?,أشناهييا أحسّن ديكرا عندك فسفر مجموعين,What is the best memory you have from our trip together
what are your thoughts on the upcoming fixtures ?,أش بان ليك فلماتشات جايين ?,What movies are you planning to watch?
how do you prepare mentally for penalty shootouts?,كيفاش كاتوجدو راسّكوم ماعناوييان فلپليلانتييات ?,How do you find yourselves in philanthropy?
i'm amazed of how we managed to turn things around in the second half,مسدومين كيفاش درنا رمونتادا فدوشيم ميتا,They are devastated by how we made the situation worse.
we had to adapt quickly to the changing dynamics of the game,كان خاسّنا نتعدو دخيا علا لماتش,We should have watched the match together.
the opponent's counterattacks kept us on our toes throughout,لكونتراتّاكك ديال لخاسّم خلاونا ديما حاديين,I will always support you no matter what
we had to close down spaces,ماكان خاسّنا نخليوهوم منين يفلتو لينا,We used to make sure not to let them escape from us.
it's a reminder of how small we are in this vast universe,كايفكرني فشحال حنا سخار فهاد دنيا,They remind me of how insignificant we are in this world.
it felt like a wish come true,حسيت بحالا تحقق لييا لحولم ديالي,I felt like my dream came true.
i'll never forget the feeling of lying in the tent,ماعمرني مانسا لإحساسّ ديال تكيا فلخيما,I will never forget the feeling of nostalgia for the countryside.
there's a cozy italian restaurant downtown,كاين واحد رستورا تالياني فلمدينا واعر,There is an Italian restaurant in the city center.
"we should make a reservation, just to be sure we get a table",خاسّنا نرسرڤيو باش نكونو دامنين تابلا,We booked a reservation to secure a table.
i'll do that what day works best for you?,سافي تانعيت إنا نهار خايجيك ?,Will you come visit us tomorrow?
and it's a nice change from cooking at home,نيت تخيير زوين من تياب فدار,I have a nice selection of clothes at home.
how about saturday night?,أش بان ليك فنهار لحد بلّيل,What do you do from morning till night?
i've already checked the showtimes,را دجا شت إمتا خايكون لفيلم,What time will the movie start?
