eng,darija_ar,transl
"not yet, but i've heard good things",لا باقي والاكين كولشي كيڭول عليه مسيان,"Either you stay or leave, everything is said about you."
i should've bought the tickets concert earlier!,كان خاسّني نشري تيككيات ديال لكونسرت قبل,He used to buy concert tickets for me before.
i'm thinking of starting a book club,باين لييا خاندير شي كلوب ديال لقرايا,It seems to me that there is a book club.
i'm thinking of taking a cooking class,باين لييا خانمشي ناخود حيسّاسّ ديال تياب,It seems to me that she has a sensitive taste in clothes.
do you have any discounts or promotions available today?,واش كاين عندك شي سولد ليوما ?,Do you have any plans for today?
could you please scan this item again?,تقدر تعاود تسكاني لييا هاد لپرودويت ?,Can you please repeat what you said to me in this product?
can you let me know the expiration date of this product?,تقدر تڭولييا إمتا خايتپريما هاد لپرودويت ?,Can you tell me when this product will be available?
"how was your day, dear? i'd love to hear about what happened",كيداز نهارك ? بغيت نسمء أش وقع,How's your day going? I want to know what happened.
"how do you manage to always make me smile, even on the toughest days?",كيفاش كاتخليني ندحك تا فلييام لمكحتا ?,How do you make me laugh until my stomach hurts?
how do you manage to stay so patient with my angry side?,كيفاش كاتبقاي سابرا علا لعاسابييا ديالي ?,How do you manage to stay patient with my nonsense?
we can work together to achieve our goals,نقدرو نخدمو مجموعين باش نوسلو لهاداف ديالنا,We can work together to achieve our goals.
how do you manage to be so understanding and supportive in every situation?,كيفاش ديما كاتبقا معاوني فڭاع لبلانات ?,How does she always manage to stay ahead of me in the exams?
how do you always know how to make me feel so loved and cherished?,كيفاش ديما كاتخليني حاسّا بلحوب ديالك ?,How do you always make me feel your love?
how do you always know how to lift my spirits when i'm feeling low?,كيفاش ديما كاتفرحني ملي كانكون عيانا ?,How do you always make me happy when I'm feeling down?
how did you prepare for this match mentally and physically?,كيفاش كاتوجد لماتش نافسييان و بادانييان ?,How do you find the matches between Napoli and Barcelona?
what do you think were the turning points in today's game that led to your team's win?,أشنو لي بدل فلماتك و خلاكوم تربحو,What changed in your words and made you start winning?
how do you manage to stay disciplined in your training and diet throughout the season?,كيفاش كاتبقا ملتزم برڭيم لعام كولو ?,How do you manage to stick to your diet all year round?
"how do you manage to stay calm under pressure, especially in penalty shootout situations?",كيفاش ديما كاتبقا هادي سيرتو فلپيلانتييات ?,How does he always manage to keep his cool in these situations?
"it was a tough match, but we managed to stick to our game plan",كان ماتش سعيب والاكين تبعنا لخوتا ديلانا,"The match was tough, but our team's brothers were strong."
breaking through was a challenge,مادوز منو خير بستا و ستين كشيفا,He has been my best friend for sixty years.
our coach's guidance helped us a lot during the match,تعليمات ديال لموداريب عاونونا بزّاف فهاد لماتش,The instructions of the coach helped us a lot in this match.
it helped secure the clean sheet,دكشي لي خلانا مايتماركاش علينا تا بيت,What made us not get along until now?
the opponent's early goal forced us to rethink our strategy,لبيت لول ديال لخاسم خلانا كانفكرو فلخوتا,"When we went to Lalla Aisha's house, our friends were already thinking about the holidays."
the opponent's physicality required us to be agile and quick in our movements,كان خاسّنا نزربو حيت لخاسم كان سحيح,We used to play soccer because the weather was nice.
absolutely it felt like we were on top of the world,داروري كنا كانبانو بحالا فلقيما ديال دنيا,My neighbors used to look like they were from another world.
"i remember we sat there, taking it all in, without a care in the world",باقي عاقل ڭلسّنا لهيها ماكاندويها فتا واحد,"He's still sane, he wouldn't have done what she did even once."
it was like a scene from a movie,كانت بحال شي لقتا ديال شي فيلم,She was like a character from a movie.
i'm really looking forward to our next trip,ناري كانتسنا خير إمتا يجي سفر جاي,We were waiting for you to come back from your trip.
"you're right, a restaurant dinner sounds like a great idea",أه شي عشا فرستورا فويكرا زوينا هادي,"Oh, the dinner at the restaurant was really good."
sounds good to me i'll call and make a reservation for two at 7 pm,مسيان خانرسرڤي لزوج معا سبعا ديال لعشييا,Msiyan Khanrserve is a dish made with seven types of vegetables.
i've heard they have a fantastic seafood risotto,كيڭولو عندهوم واحد ريسوتّو ديال لحوت نادي,They say he has a whale's voice.
i'll dust off that dress i've been saving for a special night out,خانجبد واحد لكسوا كنت مخبياها لشي ليلا,I found a key that I had hidden for a night.
how about trying that new restaurant ?,أشبان ليك نجربو هاداك رستورا جديد ?,How about we try that new restaurant?
it'll be a great way to wrap up the week,غاتكون حسّن باش نبداو سيمانا جايا مسيان,It will be better for us to start next week.
perfect i'm already excited about exploring their menu,"مسيان, نيت راني باغي نجرب لمن ديالهوم","Sure, tonight I want to try their food."
"hey, have you heard about the new movie that just came out?",سالام واش سمعتي بلفيلم جديد لي خرج,"Hello, have you heard about the new movie that came out?"
